relationship,perm,rho_within
loop_to_overload,445,0.04294357328065193
loop_to_overload,446,-0.039453430464666414
loop_to_overload,447,-0.007614108737704242
loop_to_overload,448,0.11292752191628595
loop_to_overload,449,0.019022924640902168
loop_to_overload,450,0.13579454253611556
loop_to_overload,451,0.03653949047207474
loop_to_overload,452,-0.010577437543729678
loop_to_overload,453,0.0369675268551673
loop_to_overload,454,0.14070049800386877
loop_to_overload,455,-0.1054039593365436
loop_to_overload,456,-0.12940692266534962
loop_to_overload,457,-0.049462896653907885
loop_to_overload,458,0.1534757377454007
loop_to_overload,459,0.09490060501296456
loop_to_overload,460,-0.11845906902086675
loop_to_overload,461,0.015664485327406674
loop_to_overload,462,-0.13042762480964729
loop_to_overload,463,0.1224924887846236
loop_to_overload,464,0.13984442523768367
loop_to_overload,465,0.13136601226488864
loop_to_overload,466,0.11513355558299378
loop_to_overload,467,0.15340988599415564
loop_to_overload,468,-0.06748981355722929
loop_to_overload,469,-0.1603078569370704
loop_to_overload,470,0.2380952380952381
loop_to_overload,471,-0.09065316705766144
loop_to_overload,472,0.08922089146808247
loop_to_overload,473,-0.06686422192040169
loop_to_overload,474,0.06098695312178458
loop_to_overload,475,0.206782730378236
loop_to_overload,476,0.08999464954521134
loop_to_overload,477,-0.11072148824957813
loop_to_overload,478,0.11592377659793388
loop_to_overload,479,-0.006527554842161583
loop_to_overload,480,0.04215335226571181
loop_to_overload,481,-0.06946536609457957
loop_to_overload,482,0.08566489690085197
loop_to_overload,483,0.03299995884265547
loop_to_overload,484,-0.03313166234514549
loop_to_overload,485,0.08948429847306251
loop_to_overload,486,0.009968308844713338
loop_to_overload,487,-0.055208461950034975
loop_to_overload,488,0.004815409309791331
loop_to_overload,489,-0.04697699304440877
loop_to_overload,490,0.1429394575461991
loop_to_overload,491,0.12930814503848212
loop_to_overload,492,0.11919990122237312
loop_to_overload,493,-0.003728855414248673
loop_to_overload,494,-0.09182203564226037
loop_to_overload,495,-0.061694859447668435
loop_to_overload,496,-0.04195579701197679
loop_to_overload,497,0.09272749722187923
loop_to_overload,498,-0.001424044120673334
loop_to_overload,499,0.13798411326501214
loop_to_overload,500,-0.08824957813721858
loop_to_overload,501,-0.1605877268798617
loop_to_overload,502,-0.11355311355311354
loop_to_overload,503,0.07318599003992261
loop_to_overload,504,-0.06311067209943613
loop_to_overload,505,0.07781207556488455
loop_to_overload,506,0.22609375643083504
loop_to_overload,507,0.13248549203605384
loop_to_overload,508,-0.06581059390048154
loop_to_overload,509,-0.03275301477548668
loop_to_overload,510,-0.03955220809153394
loop_to_overload,511,0.05557064658188253
loop_to_overload,512,0.04083631724081162
loop_to_overload,513,0.0802485903609499
loop_to_overload,514,0.14817467177017737
loop_to_overload,515,-0.21140881590319788
loop_to_overload,516,-0.05119150512408939
loop_to_overload,517,0.03441577149442318
loop_to_overload,518,-0.09738650862246369
loop_to_overload,519,-0.06921842202741078
loop_to_overload,520,0.09786393381898999
loop_to_overload,521,-0.022941103839980242
loop_to_overload,522,0.10602955097337119
loop_to_overload,523,0.2071943038235173
loop_to_overload,524,-0.004469687615755031
loop_to_overload,525,0.14242910647405027
loop_to_overload,526,-0.06294604272132362
loop_to_overload,527,-0.036309009342717205
loop_to_overload,528,-0.009935382969090833
loop_to_overload,529,0.08673498785858336
loop_to_overload,530,-0.17398855825822115
loop_to_overload,531,0.10290159278923323
loop_to_overload,532,-0.055834053586862574
loop_to_overload,533,-0.05351277935547598
loop_to_overload,534,0.07975470222661232
loop_to_overload,535,0.23358439313495494
loop_to_overload,536,-0.04157714944231798
loop_to_overload,537,-0.09066962999547269
loop_to_overload,538,-0.022348438078775158
loop_to_overload,539,0.06597522327859406
loop_to_overload,540,0.047009918920031285
loop_to_overload,541,0.05433592624603861
loop_to_overload,542,-0.04320698028563197
loop_to_overload,543,0.11829443964275425
loop_to_overload,544,-0.01296456352636128
loop_to_overload,545,0.009737827715355803
loop_to_overload,546,0.12496192945631147
loop_to_overload,547,-0.08210890233362142
loop_to_overload,548,-0.026776968350002057
loop_to_overload,549,0.18918384985800712
loop_to_overload,550,0.03337860641231428
loop_to_overload,551,0.04725686298720006
loop_to_overload,552,-0.14949170679507756
loop_to_overload,553,0.0867514507963946
loop_to_overload,554,0.031370127999341475
loop_to_overload,555,-0.029443964275424943
loop_to_overload,556,0.13074042062806107
loop_to_overload,557,0.0016874511256533727
loop_to_overload,558,-0.0007161377947894802
loop_to_overload,559,-0.22467794377906739
loop_to_overload,560,-0.058122401942626654
loop_to_overload,561,0.06480635469399514
loop_to_overload,562,0.01719553854385315
loop_to_overload,563,-0.0002881014116969173
loop_to_overload,564,0.13103675350866362
loop_to_overload,565,-0.06105280487302959
loop_to_overload,566,0.15049594600156396
loop_to_overload,567,-0.07529324607976293
loop_to_overload,568,-0.07616578178375931
loop_to_overload,569,0.18987529324607974
loop_to_overload,570,0.050598839362884306
loop_to_overload,571,0.1730501708029798
loop_to_overload,572,0.21205087047783674
loop_to_overload,573,0.1407663497551138
loop_to_overload,574,-0.07460180269169032
loop_to_overload,575,0.21308803555994565
loop_to_overload,576,-0.020109478536444826
loop_to_overload,577,0.00316911552866609
loop_to_overload,578,0.04936411902704037
loop_to_overload,579,0.06981108778861587
loop_to_overload,580,0.049397044902662876
loop_to_overload,581,0.0815656253858501
loop_to_overload,582,-0.06809894225624563
loop_to_overload,583,-0.021475902374778776
loop_to_overload,584,0.046071531464789886
loop_to_overload,585,-0.03490965962876075
loop_to_overload,586,-0.0158291147055192
loop_to_overload,587,-0.02406058361114541
loop_to_overload,588,-0.02136066181010001
loop_to_overload,589,0.17071243363378194
loop_to_overload,590,0.08528624933119314
loop_to_overload,591,0.14698934024776722
loop_to_overload,592,0.06488866938305139
loop_to_overload,593,-0.1043667942544347
loop_to_overload,594,-0.10026752273943286
loop_to_overload,595,0.15492447627279088
loop_to_overload,596,0.3778820430505823
loop_to_overload,597,-0.02817631806395851
loop_to_overload,598,-0.13052640243651478
loop_to_overload,599,0.09629995472692102
loop_to_overload,600,-0.09116351812981027
loop_to_overload,601,0.08401860311972671
loop_to_overload,602,-0.044770959377700946
loop_to_overload,603,0.08415030662221672
loop_to_overload,604,0.03578219533275713
loop_to_overload,605,0.1740379470716549
loop_to_overload,606,-0.1700374531835206
loop_to_overload,607,0.10112359550561797
loop_to_overload,608,-0.10249001934395192
loop_to_overload,609,0.21356546075647195
loop_to_overload,610,0.012454212454212453
loop_to_overload,611,0.008667736757624398
loop_to_overload,612,-0.0067415730337078645
loop_to_overload,613,-0.06164547063423467
loop_to_overload,614,-0.0074494793595917186
loop_to_overload,615,0.06800016462937811
loop_to_overload,616,0.2157056426719348
loop_to_overload,617,0.0447874223155122
loop_to_overload,618,0.1708606000740832
loop_to_overload,619,0.03306581059390048
loop_to_overload,620,0.02088323661357369
loop_to_overload,621,-0.05934065934065934
loop_to_overload,622,-0.06972877309955962
loop_to_overload,623,0.05545540601720377
loop_to_overload,624,-0.14738445075523726
loop_to_overload,625,0.17002099024570935
loop_to_overload,626,0.12194921183685228
loop_to_overload,627,-0.08805202288348356
loop_to_overload,628,-0.011433510309914803
loop_to_overload,629,0.1709593777009507
loop_to_overload,630,-0.24617854056056304
loop_to_overload,631,-0.11873893896365806
loop_to_overload,632,0.06618924147014034
loop_to_overload,633,0.007465942297402971
loop_to_overload,634,-0.01530230069555912
loop_to_overload,635,-0.1735934477507511
loop_to_overload,636,0.009128699016339467
loop_to_overload,637,0.020125941474256077
loop_to_overload,638,-0.14666008149154217
loop_to_overload,639,0.17495987158908505
loop_to_overload,640,-0.14479976951887064
loop_to_overload,641,-0.02053751491953739
loop_to_overload,642,0.014561468494052763
loop_to_overload,643,-0.009408568959130757
loop_to_overload,644,-0.020027163847388563
loop_to_overload,645,-0.08077540437090998
loop_to_overload,646,0.015104745441824094
loop_to_overload,647,0.17647446186772028
loop_to_overload,648,0.10258879697081943
loop_to_overload,649,0.27465942297402973
loop_to_overload,650,0.17642507305428654
loop_to_overload,651,0.18340535868625754
loop_to_overload,652,-0.00896406963822694
loop_to_overload,653,0.04910071202206033
loop_to_overload,654,0.0475202699921801
loop_to_overload,655,-0.26789315553360493
loop_to_overload,656,0.04088570605424537
loop_to_overload,657,-0.06505329876116392
loop_to_overload,658,0.11984195579701197
loop_to_overload,659,0.10082726262501542
loop_to_overload,660,0.07386097049018396
loop_to_overload,661,0.06228752520887352
loop_to_overload,662,0.0004198049141869366
loop_to_overload,663,-0.05835288307198419
loop_to_overload,664,-0.17435074289006872
loop_to_overload,665,0.04235090751944684
loop_to_overload,666,0.15485862452154586
loop_to_overload,667,-0.10458081244598097
loop_to_overload,668,0.1640120179446022
loop_to_overload,669,0.042778943902539404
loop_to_overload,670,0.067209943614438
loop_to_overload,671,-0.08296497509980655
loop_to_overload,672,0.1331769354241264
loop_to_overload,673,0.08293204922418405
loop_to_overload,674,0.0873111906819772
loop_to_overload,675,0.05130674568876816
loop_to_overload,676,0.0734658599827139
loop_to_overload,677,0.027172078857472116
loop_to_overload,678,-0.09623410297567601
loop_to_overload,679,0.28359879820553974
loop_to_overload,680,0.37811252417993985
loop_to_overload,681,-0.042235666954768075
loop_to_overload,682,0.07288965715932008
loop_to_overload,683,0.2695065234391077
loop_to_overload,684,0.19283862205210517
loop_to_overload,685,0.06199119232827097
loop_to_overload,686,-0.1850845783430053
loop_to_overload,687,-0.022200271638473885
loop_to_overload,688,0.12140593488908094
loop_to_overload,689,0.02600321027287319
loop_to_overload,690,-0.018693665884677118
loop_to_overload,691,-0.03902539408157386
loop_to_overload,692,0.22657118162736137
loop_to_overload,693,0.11287813310285219
loop_to_overload,694,0.12542289171502655
loop_to_overload,695,0.08350825204757789
loop_to_overload,696,0.30531341317858174
loop_to_overload,697,-0.023945343046466637
loop_to_overload,698,0.1297526443593859
loop_to_overload,699,0.005128205128205128
loop_to_overload,700,0.06446063299995884
loop_to_overload,701,0.1610816150141993
loop_to_overload,702,-0.02019179322550109
loop_to_overload,703,-0.06691361073383545
loop_to_overload,704,0.04427707124336338
loop_to_overload,705,0.21491542165699468
loop_to_overload,706,0.016948594476684363
loop_to_overload,707,-0.03505782606906202
loop_to_overload,708,0.09835782195332755
loop_to_overload,709,0.05308474297238342
loop_to_overload,710,0.16951063917356052
loop_to_overload,711,-0.2033419763756842
loop_to_overload,712,0.10492653414001728
loop_to_overload,713,0.051767707947483234
loop_to_overload,714,0.09898341359015515
loop_to_overload,715,0.028620817384862322
loop_to_overload,716,0.056509034037123915
loop_to_overload,717,0.15930361773058402
loop_to_overload,718,-0.049709840721076676
loop_to_overload,719,0.023484380787751568
loop_to_overload,720,0.08029797917438367
loop_to_overload,721,0.17843355146725934
