predictor,permutation,null_mutual_information_bits,observed_mutual_information_bits
force-loop activation,81,0.02947142058505457,0.28660385956081846
force-loop activation,82,0.015603655574361058,0.28660385956081846
force-loop activation,83,0.031482784713388515,0.28660385956081846
force-loop activation,84,0.0063441766279560274,0.28660385956081846
force-loop activation,85,0.022893887500357413,0.28660385956081846
force-loop activation,86,0.002011364128333947,0.28660385956081846
force-loop activation,87,0.015603655574361058,0.28660385956081846
force-loop activation,88,0.017925103945649192,0.28660385956081846
force-loop activation,89,0.01628237651226114,0.28660385956081846
force-loop activation,90,0.004022728256667894,0.28660385956081846
force-loop activation,91,0.013592291446027112,0.28660385956081846
force-loop activation,92,0.036451568268096736,0.28660385956081846
force-loop activation,93,0.025694087073992573,0.28660385956081846
force-loop activation,94,0.01628237651226114,0.28660385956081846
force-loop activation,95,0.020572439129069277,0.28660385956081846
force-loop activation,96,0.013592291446027112,0.28660385956081846
force-loop activation,97,0.020725303519284356,0.28660385956081846
force-loop activation,98,0.022893887500357413,0.28660385956081846
force-loop activation,99,0.017925103945649192,0.28660385956081846
force-loop activation,100,0.026031681523491973,0.28660385956081846
force-loop activation,101,0.0063441766279560274,0.28660385956081846
force-loop activation,102,0.01628237651226114,0.28660385956081846
force-loop activation,103,0.03383527533012314,0.28660385956081846
force-loop activation,104,0.03383527533012314,0.28660385956081846
force-loop activation,105,0.025694087073992573,0.28660385956081846
force-loop activation,106,0.025058116018906434,0.28660385956081846
force-loop activation,107,0.010152552384464518,0.28660385956081846
force-loop activation,108,0.019082576085896304,0.28660385956081846
force-loop activation,109,0.025694087073992573,0.28660385956081846
force-loop activation,110,0.03644018818519924,0.28660385956081846
force-loop activation,111,0.010152552384464518,0.28660385956081846
force-loop activation,112,0.004022728256667894,0.28660385956081846
force-loop activation,113,0.025694087073992573,0.28660385956081846
force-loop activation,114,0.005819739884842436,0.28660385956081846
force-loop activation,115,0.00814118825613057,0.28660385956081846
force-loop activation,116,0.020725303519284356,0.28660385956081846
force-loop activation,117,0.002011364128333947,0.28660385956081846
force-loop activation,118,0.019082576085896304,0.28660385956081846
force-loop activation,119,0.013592291446027112,0.28660385956081846
force-loop activation,120,0.005819739884842436,0.28660385956081846
force-loop activation,121,0.02685512764708098,0.28660385956081846
force-loop activation,122,0.005819739884842436,0.28660385956081846
force-loop activation,123,0.014485364884086598,0.28660385956081846
force-loop activation,124,0.013592291446027112,0.28660385956081846
force-loop activation,125,0.004022728256667894,0.28660385956081846
force-loop activation,126,0.040259944024605226,0.28660385956081846
force-loop activation,127,0.017925103945649192,0.28660385956081846
force-loop activation,128,0.002011364128333947,0.28660385956081846
force-loop activation,129,0.013960928140973007,0.28660385956081846
force-loop activation,130,0.020572439129069277,0.28660385956081846
force-loop activation,131,0.020725303519284356,0.28660385956081846
force-loop activation,132,0.017925103945649192,0.28660385956081846
force-loop activation,133,0.013592291446027112,0.28660385956081846
force-loop activation,134,0.018713939390950406,0.28660385956081846
force-loop activation,135,0.004022728256667894,0.28660385956081846
force-loop activation,136,0.010152552384464518,0.28660385956081846
force-loop activation,137,0.025694087073992573,0.28660385956081846
force-loop activation,138,0.05612769308073519,0.28660385956081846
force-loop activation,139,0.005819739884842436,0.28660385956081846
force-loop activation,140,0.024533679275792846,0.28660385956081846
force-loop activation,141,0.020725303519284356,0.28660385956081846
force-loop activation,142,0.047381576014964975,0.28660385956081846
force-loop activation,143,0.007831104013176384,0.28660385956081846
force-loop activation,144,0.020572439129069277,0.28660385956081846
force-loop activation,145,0.007831104013176384,0.28660385956081846
force-loop activation,146,0.004022728256667894,0.28660385956081846
force-loop activation,147,0.015603655574361058,0.28660385956081846
force-loop activation,148,0.010152552384464518,0.28660385956081846
force-loop activation,149,0.04941343276267322,0.28660385956081846
force-loop activation,150,0.01347718870121327,0.28660385956081846
force-loop activation,151,0.024533679275792846,0.28660385956081846
force-loop activation,152,0.025058116018906434,0.28660385956081846
force-loop activation,153,0.023415388585518383,0.28660385956081846
force-loop activation,154,0.0063441766279560274,0.28660385956081846
force-loop activation,155,0.010152552384464518,0.28660385956081846
force-loop activation,156,0.0063441766279560274,0.28660385956081846
force-loop activation,157,0.0480324955857899,0.28660385956081846
force-loop activation,158,0.010152552384464518,0.28660385956081846
force-loop activation,159,0.007831104013176384,0.28660385956081846
force-loop activation,160,0.004022728256667894,0.28660385956081846
force-loop activation,161,0.051368500605771514,0.28660385956081846
force-loop activation,162,0.026031681523491973,0.28660385956081846
force-loop activation,163,0.029506031263342357,0.28660385956081846
force-loop activation,164,0.008355540756289975,0.28660385956081846
force-loop activation,165,0.010152552384464518,0.28660385956081846
force-loop activation,166,0.0063441766279560274,0.28660385956081846
force-loop activation,167,0.008355540756289975,0.28660385956081846
force-loop activation,168,0.010152552384464518,0.28660385956081846
force-loop activation,169,0.015603655574361058,0.28660385956081846
force-loop activation,170,0.010152552384464518,0.28660385956081846
force-loop activation,171,0.010152552384464518,0.28660385956081846
force-loop activation,172,0.11805425092992543,0.28660385956081846
force-loop activation,173,0.005819739884842436,0.28660385956081846
force-loop activation,174,0.05612769308073519,0.28660385956081846
force-loop activation,175,0.0063441766279560274,0.28660385956081846
force-loop activation,176,0.010152552384464518,0.28660385956081846
force-loop activation,177,0.0,0.28660385956081846
force-loop activation,178,0.017925103945649192,0.28660385956081846
force-loop activation,179,0.007831104013176384,0.28660385956081846
force-loop activation,180,0.020572439129069277,0.28660385956081846
force-loop activation,181,0.020725303519284356,0.28660385956081846
force-loop activation,182,0.019082576085896304,0.28660385956081846
force-loop activation,183,0.010152552384464518,0.28660385956081846
force-loop activation,184,0.0063441766279560274,0.28660385956081846
force-loop activation,185,0.024533679275792846,0.28660385956081846
force-loop activation,186,0.027705451202326523,0.28660385956081846
force-loop activation,187,0.019082576085896304,0.28660385956081846
force-loop activation,188,0.02685512764708098,0.28660385956081846
force-loop activation,189,0.020725303519284356,0.28660385956081846
force-loop activation,190,0.020725303519284356,0.28660385956081846
force-loop activation,191,0.005819739884842436,0.28660385956081846
force-loop activation,192,0.02947142058505457,0.28660385956081846
force-loop activation,193,0.0526715213553303,0.28660385956081846
force-loop activation,194,0.017925103945649192,0.28660385956081846
force-loop activation,195,0.020725303519284356,0.28660385956081846
force-loop activation,196,0.020572439129069277,0.28660385956081846
force-loop activation,197,0.03230623083697752,0.28660385956081846
force-loop activation,198,0.017925103945649192,0.28660385956081846
force-loop activation,199,0.03398813972033822,0.28660385956081846
force-loop activation,200,0.015603655574361058,0.28660385956081846
force-loop activation,201,0.0063441766279560274,0.28660385956081846
force-loop activation,202,0.025058116018906434,0.28660385956081846
force-loop activation,203,0.020725303519284356,0.28660385956081846
force-loop activation,204,0.027705451202326523,0.28660385956081846
force-loop activation,205,0.06593435755638416,0.28660385956081846
force-loop activation,206,0.031482784713388515,0.28660385956081846
force-loop activation,207,0.00814118825613057,0.28660385956081846
force-loop activation,208,0.027828693151666518,0.28660385956081846
force-loop activation,209,0.03230623083697752,0.28660385956081846
force-loop activation,210,0.005819739884842436,0.28660385956081846
force-loop activation,211,0.025694087073992573,0.28660385956081846
force-loop activation,212,0.049714404469150604,0.28660385956081846
force-loop activation,213,0.010152552384464518,0.28660385956081846
force-loop activation,214,0.036451568268096736,0.28660385956081846
force-loop activation,215,0.017925103945649192,0.28660385956081846
force-loop activation,216,0.015274200329387814,0.28660385956081846
force-loop activation,217,0.01347718870121327,0.28660385956081846
force-loop activation,218,0.015274200329387814,0.28660385956081846
force-loop activation,219,0.008355540756289975,0.28660385956081846
force-loop activation,220,0.004022728256667894,0.28660385956081846
force-loop activation,221,0.019082576085896304,0.28660385956081846
force-loop activation,222,0.017925103945649192,0.28660385956081846
force-loop activation,223,0.002011364128333947,0.28660385956081846
force-loop activation,224,0.015603655574361058,0.28660385956081846
force-loop activation,225,0.010152552384464518,0.28660385956081846
force-loop activation,226,0.01628237651226114,0.28660385956081846
force-loop activation,227,0.0063441766279560274,0.28660385956081846
force-loop activation,228,0.021733479702157683,0.28660385956081846
force-loop activation,229,0.010152552384464518,0.28660385956081846
force-loop activation,230,0.004022728256667894,0.28660385956081846
force-loop activation,231,0.020725303519284356,0.28660385956081846
force-loop activation,232,0.01728556445772176,0.28660385956081846
force-loop activation,233,0.004022728256667894,0.28660385956081846
force-loop activation,234,0.010152552384464518,0.28660385956081846
force-loop activation,235,0.0063441766279560274,0.28660385956081846
force-loop activation,236,0.011270843074738978,0.28660385956081846
force-loop activation,237,0.010152552384464518,0.28660385956081846
force-loop activation,238,0.004022728256667894,0.28660385956081846
force-loop activation,239,0.015603655574361058,0.28660385956081846
force-loop activation,240,0.010152552384464518,0.28660385956081846
force-loop activation,241,0.03411873981391111,0.28660385956081846
force-loop activation,242,0.010152552384464518,0.28660385956081846
force-loop activation,243,0.020725303519284356,0.28660385956081846
force-loop activation,244,0.002011364128333947,0.28660385956081846
force-loop activation,245,0.0063441766279560274,0.28660385956081846
force-loop activation,246,0.021733479702157683,0.28660385956081846
force-loop activation,247,0.008355540756289975,0.28660385956081846
force-loop activation,248,0.015274200329387814,0.28660385956081846
force-loop activation,249,0.036451568268096736,0.28660385956081846
force-loop activation,250,0.02899709186898781,0.28660385956081846
force-loop activation,251,0.051368500605771514,0.28660385956081846
force-loop activation,252,0.0571859843238579,0.28660385956081846
force-loop activation,253,0.010152552384464518,0.28660385956081846
force-loop activation,254,0.01628237651226114,0.28660385956081846
force-loop activation,255,0.004022728256667894,0.28660385956081846
force-loop activation,256,0.020572439129069277,0.28660385956081846
force-loop activation,257,0.002011364128333947,0.28660385956081846
force-loop activation,258,0.0063441766279560274,0.28660385956081846
force-loop activation,259,0.014485364884086598,0.28660385956081846
force-loop activation,260,0.010152552384464518,0.28660385956081846
force-loop activation,261,0.010152552384464518,0.28660385956081846
force-loop activation,262,0.002011364128333947,0.28660385956081846
force-loop activation,263,0.020725303519284356,0.28660385956081846
force-loop activation,264,0.031318540240275944,0.28660385956081846
force-loop activation,265,0.010152552384464518,0.28660385956081846
force-loop activation,266,0.015274200329387814,0.28660385956081846
force-loop activation,267,0.0063441766279560274,0.28660385956081846
force-loop activation,268,0.04458137644132981,0.28660385956081846
force-loop activation,269,0.004022728256667894,0.28660385956081846
force-loop activation,270,0.025058116018906434,0.28660385956081846
force-loop activation,271,0.02685512764708098,0.28660385956081846
force-loop activation,272,0.010152552384464518,0.28660385956081846
force-loop activation,273,0.040259944024605226,0.28660385956081846
force-loop activation,274,0.011270843074738978,0.28660385956081846
force-loop activation,275,0.02947142058505457,0.28660385956081846
force-loop activation,276,0.0063441766279560274,0.28660385956081846
force-loop activation,277,0.002011364128333947,0.28660385956081846
force-loop activation,278,0.008355540756289975,0.28660385956081846
force-loop activation,279,0.03230623083697752,0.28660385956081846
force-loop activation,280,0.08013157781205092,0.28660385956081846
force-loop activation,281,0.04941343276267322,0.28660385956081846
force-loop activation,282,0.03383527533012314,0.28660385956081846
force-loop activation,283,0.01728556445772176,0.28660385956081846
force-loop activation,284,0.03644018818519924,0.28660385956081846
force-loop activation,285,0.015603655574361058,0.28660385956081846
force-loop activation,286,0.002011364128333947,0.28660385956081846
force-loop activation,287,0.005819739884842436,0.28660385956081846
force-loop activation,288,0.0371599116468719,0.28660385956081846
force-loop activation,289,0.02490525162869136,0.28660385956081846
force-loop activation,290,0.004022728256667894,0.28660385956081846
force-loop activation,291,0.0371599116468719,0.28660385956081846
force-loop activation,292,0.0063441766279560274,0.28660385956081846
force-loop activation,293,0.053154143530713197,0.28660385956081846
force-loop activation,294,0.018713939390950406,0.28660385956081846
force-loop activation,295,0.031482784713388515,0.28660385956081846
force-loop activation,296,0.0063441766279560274,0.28660385956081846
force-loop activation,297,0.017925103945649192,0.28660385956081846
force-loop activation,298,0.015603655574361058,0.28660385956081846
force-loop activation,299,0.025694087073992573,0.28660385956081846
force-loop activation,300,0.002011364128333947,0.28660385956081846
force-loop activation,301,0.010152552384464518,0.28660385956081846
force-loop activation,302,0.010152552384464518,0.28660385956081846
force-loop activation,303,0.002011364128333947,0.28660385956081846
force-loop activation,304,0.014485364884086598,0.28660385956081846
force-loop activation,305,0.033279796341563056,0.28660385956081846
force-loop activation,306,0.013592291446027112,0.28660385956081846
force-loop activation,307,0.010152552384464518,0.28660385956081846
force-loop activation,308,0.005819739884842436,0.28660385956081846
force-loop activation,309,0.06073985279828368,0.28660385956081846
force-loop activation,310,0.022893887500357413,0.28660385956081846
force-loop activation,311,0.019082576085896304,0.28660385956081846
force-loop activation,312,0.01628237651226114,0.28660385956081846
force-loop activation,313,0.004022728256667894,0.28660385956081846
force-loop activation,314,0.007831104013176384,0.28660385956081846
force-loop activation,315,0.020572439129069277,0.28660385956081846
force-loop activation,316,0.010152552384464518,0.28660385956081846
force-loop activation,317,0.04396232957277669,0.28660385956081846
force-loop activation,318,0.0525852046892069,0.28660385956081846
force-loop activation,319,0.010152552384464518,0.28660385956081846
force-loop activation,320,0.029840057280000463,0.28660385956081846
force-loop activation,321,0.049714404469150604,0.28660385956081846
force-loop activation,322,0.019082576085896304,0.28660385956081846
force-loop activation,323,0.033279796341563056,0.28660385956081846
force-loop activation,324,0.01728556445772176,0.28660385956081846
force-loop activation,325,0.020725303519284356,0.28660385956081846
force-loop activation,326,0.033279796341563056,0.28660385956081846
force-loop activation,327,0.013592291446027112,0.28660385956081846
force-loop activation,328,0.005819739884842436,0.28660385956081846
force-loop activation,329,0.0063441766279560274,0.28660385956081846
force-loop activation,330,0.04560505700616474,0.28660385956081846
force-loop activation,331,0.025058116018906434,0.28660385956081846
force-loop activation,332,0.02947142058505457,0.28660385956081846
force-loop activation,333,0.013592291446027112,0.28660385956081846
force-loop activation,334,0.06880515777644047,0.28660385956081846
force-loop activation,335,0.033279796341563056,0.28660385956081846
force-loop activation,336,0.021733479702157683,0.28660385956081846
force-loop activation,337,0.022893887500357413,0.28660385956081846
force-loop activation,338,0.010152552384464518,0.28660385956081846
force-loop activation,339,0.013592291446027112,0.28660385956081846
force-loop activation,340,0.02685512764708098,0.28660385956081846
force-loop activation,341,0.026031681523491973,0.28660385956081846
force-loop activation,342,0.005819739884842436,0.28660385956081846
force-loop activation,343,0.054992969726618435,0.28660385956081846
force-loop activation,344,0.002011364128333947,0.28660385956081846
force-loop activation,345,0.025058116018906434,0.28660385956081846
force-loop activation,346,0.0063441766279560274,0.28660385956081846
force-loop activation,347,0.011270843074738978,0.28660385956081846
force-loop activation,348,0.010152552384464518,0.28660385956081846
force-loop activation,349,0.005819739884842436,0.28660385956081846
force-loop activation,350,0.010152552384464518,0.28660385956081846
force-loop activation,351,0.0063441766279560274,0.28660385956081846
force-loop activation,352,0.020572439129069277,0.28660385956081846
force-loop activation,353,0.025058116018906434,0.28660385956081846
force-loop activation,354,0.03398813972033822,0.28660385956081846
force-loop activation,355,0.010152552384464518,0.28660385956081846
force-loop activation,356,0.08418090586162022,0.28660385956081846
force-loop activation,357,0.011270843074738978,0.28660385956081846
force-loop activation,358,0.020572439129069277,0.28660385956081846
force-loop activation,359,0.0063441766279560274,0.28660385956081846
force-loop activation,360,0.042581392395893355,0.28660385956081846
force-loop activation,361,0.020725303519284356,0.28660385956081846
force-loop activation,362,0.002011364128333947,0.28660385956081846
force-loop activation,363,0.021733479702157683,0.28660385956081846
force-loop activation,364,0.02685512764708098,0.28660385956081846
force-loop activation,365,0.036451568268096736,0.28660385956081846
force-loop activation,366,0.014485364884086598,0.28660385956081846
force-loop activation,367,0.015603655574361058,0.28660385956081846
force-loop activation,368,0.021733479702157683,0.28660385956081846
force-loop activation,369,0.019082576085896304,0.28660385956081846
force-loop activation,370,0.015603655574361058,0.28660385956081846
force-loop activation,371,0.03411873981391111,0.28660385956081846
force-loop activation,372,0.007831104013176384,0.28660385956081846
force-loop activation,373,0.021733479702157683,0.28660385956081846
force-loop activation,374,0.029840057280000463,0.28660385956081846
force-loop activation,375,0.023415388585518383,0.28660385956081846
force-loop activation,376,0.015274200329387814,0.28660385956081846
force-loop activation,377,0.008355540756289975,0.28660385956081846
force-loop activation,378,0.02947142058505457,0.28660385956081846
force-loop activation,379,0.011270843074738978,0.28660385956081846
force-loop activation,380,0.010152552384464518,0.28660385956081846
force-loop activation,381,0.010152552384464518,0.28660385956081846
force-loop activation,382,0.007831104013176384,0.28660385956081846
force-loop activation,383,0.02685512764708098,0.28660385956081846
force-loop activation,384,0.040784380767718814,0.28660385956081846
force-loop activation,385,0.023415388585518383,0.28660385956081846
force-loop activation,386,0.010152552384464518,0.28660385956081846
force-loop activation,387,0.036451568268096736,0.28660385956081846
force-loop activation,388,0.013960928140973007,0.28660385956081846
force-loop activation,389,0.00814118825613057,0.28660385956081846
force-loop activation,390,0.013592291446027112,0.28660385956081846
force-loop activation,391,0.0063441766279560274,0.28660385956081846
force-loop activation,392,0.01728556445772176,0.28660385956081846
force-loop activation,393,0.019082576085896304,0.28660385956081846
force-loop activation,394,0.00814118825613057,0.28660385956081846
force-loop activation,395,0.005819739884842436,0.28660385956081846
force-loop activation,396,0.004022728256667894,0.28660385956081846
force-loop activation,397,0.00814118825613057,0.28660385956081846
force-loop activation,398,0.0,0.28660385956081846
force-loop activation,399,0.04487622100801527,0.28660385956081846
force-loop activation,400,0.027705451202326523,0.28660385956081846
force-loop activation,401,0.043573200258456485,0.28660385956081846
force-loop activation,402,0.014485364884086598,0.28660385956081846
force-loop activation,403,0.01728556445772176,0.28660385956081846
force-loop activation,404,0.005819739884842436,0.28660385956081846
force-loop activation,405,0.022893887500357413,0.28660385956081846
force-loop activation,406,0.024533679275792846,0.28660385956081846
force-loop activation,407,0.010152552384464518,0.28660385956081846
force-loop activation,408,0.010152552384464518,0.28660385956081846
force-loop activation,409,0.015274200329387814,0.28660385956081846
force-loop activation,410,0.008355540756289975,0.28660385956081846
force-loop activation,411,0.053154143530713197,0.28660385956081846
force-loop activation,412,0.018713939390950406,0.28660385956081846
force-loop activation,413,0.013592291446027112,0.28660385956081846
force-loop activation,414,0.015274200329387814,0.28660385956081846
force-loop activation,415,0.07088039232496203,0.28660385956081846
force-loop activation,416,0.0063441766279560274,0.28660385956081846
force-loop activation,417,0.004022728256667894,0.28660385956081846
force-loop activation,418,0.014485364884086598,0.28660385956081846
force-loop activation,419,0.015274200329387814,0.28660385956081846
force-loop activation,420,0.0471976693793034,0.28660385956081846
force-loop activation,421,0.010152552384464518,0.28660385956081846
force-loop activation,422,0.015603655574361058,0.28660385956081846
force-loop activation,423,0.0571859843238579,0.28660385956081846
force-loop activation,424,0.029840057280000463,0.28660385956081846
force-loop activation,425,0.015603655574361058,0.28660385956081846
force-loop activation,426,0.002011364128333947,0.28660385956081846
force-loop activation,427,0.023415388585518383,0.28660385956081846
force-loop activation,428,0.033279796341563056,0.28660385956081846
force-loop activation,429,0.015274200329387814,0.28660385956081846
force-loop activation,430,0.03444020413976279,0.28660385956081846
force-loop activation,431,0.031318540240275944,0.28660385956081846
force-loop activation,432,0.031482784713388515,0.28660385956081846
force-loop activation,433,0.005819739884842436,0.28660385956081846
force-loop activation,434,0.03230623083697752,0.28660385956081846
force-loop activation,435,0.031482784713388515,0.28660385956081846
force-loop activation,436,0.007831104013176384,0.28660385956081846
force-loop activation,437,0.019082576085896304,0.28660385956081846
force-loop activation,438,0.04941343276267322,0.28660385956081846
force-loop activation,439,0.015274200329387814,0.28660385956081846
force-loop activation,440,0.031318540240275944,0.28660385956081846
force-loop activation,441,0.008355540756289975,0.28660385956081846
force-loop activation,442,0.005819739884842436,0.28660385956081846
force-loop activation,443,0.02490525162869136,0.28660385956081846
force-loop activation,444,0.002011364128333947,0.28660385956081846
force-loop activation,445,0.03761260884118514,0.28660385956081846
force-loop activation,446,0.03742787878190081,0.28660385956081846
force-loop activation,447,0.004022728256667894,0.28660385956081846
force-loop activation,448,0.015603655574361058,0.28660385956081846
force-loop activation,449,0.0063441766279560274,0.28660385956081846
force-loop activation,450,0.025694087073992573,0.28660385956081846
force-loop activation,451,0.020725303519284356,0.28660385956081846
force-loop activation,452,0.0063441766279560274,0.28660385956081846
force-loop activation,453,0.017925103945649192,0.28660385956081846
force-loop activation,454,0.004022728256667894,0.28660385956081846
force-loop activation,455,0.004022728256667894,0.28660385956081846
force-loop activation,456,0.013592291446027112,0.28660385956081846
force-loop activation,457,0.027828693151666518,0.28660385956081846
force-loop activation,458,0.017925103945649192,0.28660385956081846
force-loop activation,459,0.007831104013176384,0.28660385956081846
force-loop activation,460,0.031482784713388515,0.28660385956081846
force-loop activation,461,0.010152552384464518,0.28660385956081846
force-loop activation,462,0.004022728256667894,0.28660385956081846
force-loop activation,463,0.007831104013176384,0.28660385956081846
force-loop activation,464,0.017925103945649192,0.28660385956081846
force-loop activation,465,0.007831104013176384,0.28660385956081846
force-loop activation,466,0.02685512764708098,0.28660385956081846
force-loop activation,467,0.004022728256667894,0.28660385956081846
force-loop activation,468,0.013592291446027112,0.28660385956081846
force-loop activation,469,0.0063441766279560274,0.28660385956081846
force-loop activation,470,0.010152552384464518,0.28660385956081846
force-loop activation,471,0.020572439129069277,0.28660385956081846
force-loop activation,472,0.019082576085896304,0.28660385956081846
force-loop activation,473,0.011270843074738978,0.28660385956081846
force-loop activation,474,0.020725303519284356,0.28660385956081846
force-loop activation,475,0.013592291446027112,0.28660385956081846
force-loop activation,476,0.02685512764708098,0.28660385956081846
force-loop activation,477,0.01347718870121327,0.28660385956081846
force-loop activation,478,0.025694087073992573,0.28660385956081846
force-loop activation,479,0.031318540240275944,0.28660385956081846
force-loop activation,480,0.002011364128333947,0.28660385956081846
force-loop activation,481,0.007831104013176384,0.28660385956081846
force-loop activation,482,0.013960928140973007,0.28660385956081846
force-loop activation,483,0.020725303519284356,0.28660385956081846
force-loop activation,484,0.005819739884842436,0.28660385956081846
force-loop activation,485,0.019082576085896304,0.28660385956081846
force-loop activation,486,0.0480324955857899,0.28660385956081846
force-loop activation,487,0.0063441766279560274,0.28660385956081846
force-loop activation,488,0.007831104013176384,0.28660385956081846
force-loop activation,489,0.033279796341563056,0.28660385956081846
force-loop activation,490,0.005819739884842436,0.28660385956081846
force-loop activation,491,0.040259944024605226,0.28660385956081846
force-loop activation,492,0.010152552384464518,0.28660385956081846
force-loop activation,493,0.033279796341563056,0.28660385956081846
force-loop activation,494,0.036451568268096736,0.28660385956081846
force-loop activation,495,0.021733479702157683,0.28660385956081846
force-loop activation,496,0.005819739884842436,0.28660385956081846
force-loop activation,497,0.015274200329387814,0.28660385956081846
force-loop activation,498,0.024533679275792846,0.28660385956081846
force-loop activation,499,0.01347718870121327,0.28660385956081846
force-loop activation,500,0.004022728256667894,0.28660385956081846
force-loop activation,501,0.01728556445772176,0.28660385956081846
force-loop activation,502,0.010152552384464518,0.28660385956081846
force-loop activation,503,0.00814118825613057,0.28660385956081846
force-loop activation,504,0.018713939390950406,0.28660385956081846
force-loop activation,505,0.004022728256667894,0.28660385956081846
force-loop activation,506,0.002011364128333947,0.28660385956081846
force-loop activation,507,0.007831104013176384,0.28660385956081846
force-loop activation,508,0.022893887500357413,0.28660385956081846
force-loop activation,509,0.023415388585518383,0.28660385956081846
force-loop activation,510,0.010152552384464518,0.28660385956081846
force-loop activation,511,0.03383527533012314,0.28660385956081846
force-loop activation,512,0.004022728256667894,0.28660385956081846
force-loop activation,513,0.021733479702157683,0.28660385956081846
force-loop activation,514,0.010152552384464518,0.28660385956081846
