null_index,delta_r2_null
120,0.004505397221421514
121,0.003838409501352502
122,0.0016430698662058818
123,0.0016738392712379868
124,0.0023908834747266017
125,0.002503213412374028
126,0.006665869940500224
127,0.0018681295929680042
128,0.00279507205067564
129,0.002587917817375107
130,0.002387969006972912
131,0.0036228547015143553
132,0.005002355379869927
133,0.0010047247094907563
134,0.003264964360073841
135,0.00799136081015872
136,0.006062567400053287
137,0.001998639771758959
138,0.003282232589293943
139,0.0014850151496789143
140,0.005129781250892473
141,0.004948518216889242
142,0.0025048761465716884
143,0.007268089122814625
144,0.005220777330912418
145,0.005568239463491054
146,0.004632689749001329
147,0.007269492496915997
148,0.0013696456152587633
149,0.005811644126648918
150,0.0009185352408546121
151,0.0057999230609305785
152,0.0029233793228874427
153,0.0014376640653936956
154,0.003874271273318297
155,0.003343175626423278
156,0.0009859824214863977
157,0.0014471911923524816
158,0.0020455415536679844
159,0.003226842791806517
160,0.004153879186315268
161,0.009117271217486622
162,0.005176943742240647
163,0.006421376704251802
164,0.003979580225059398
165,0.003474434010986349
166,0.0009379594642311417
167,0.003344553345784651
168,0.002252052472088595
169,0.004054625972904291
170,0.00468530418591484
171,0.008197835002754172
172,0.0018377858998528396
173,0.0032865537557260627
174,0.004494161224284587
175,0.005547095011502745
176,0.0030082041810063354
177,0.0025845116563273374
178,0.0017485261680683095
179,0.005248624526823842
180,0.006309894654877524
181,0.0030270834776500166
182,0.002919076187488767
183,0.005935632049925754
184,0.006950834433499309
185,0.005776158515743091
186,0.003987551918462229
187,0.0026808266284398252
188,0.008230298042802509
189,0.0038674363108645027
190,0.0018398097237743993
191,0.006850825674189154
192,0.005116909957690541
193,0.003919054358406893
194,0.0005183098237864225
195,0.002749153168987273
196,0.0018078470256025492
197,0.007012337587489537
198,0.0018843679063448304
199,0.001622931375745984
200,0.001237993839553586
201,0.0007645583166854264
202,0.00205529742658328
203,0.002022605018984769
204,0.004955575852761629
205,0.0037343198758922336
206,0.002938749123054918
207,0.004110727122924263
208,0.0024187252389124003
209,0.004370178649161116
210,0.004508644597511213
211,0.006966961562192009
212,0.0027373983911817
213,0.0012364745679397382
214,0.0025774322624642076
215,0.00254852506611436
216,0.004392953728409865
217,0.0032486358283813077
218,0.004406713096628434
219,0.0015880826721886843
220,0.0041130383873042575
221,0.0060603942555071955
222,0.001619867572519973
223,0.0020243972052762516
224,0.005503725833247652
225,0.003533875739419212
226,0.0028586245781160313
227,0.009101735884444184
228,0.0030557691597797865
229,0.0007529019161436334
230,0.0031578696408113283
231,0.005828481292585064
232,0.004896588928175238
233,0.005384041581898424
234,0.00185866337055407
235,0.008030979530105342
236,0.005707024207403544
237,0.0074041496449760436
238,0.005364257289041885
239,0.009552590837849761
240,0.0046665729148551716
241,0.0008063839161394082
242,0.003886795770930762
243,0.0031978433362610525
244,0.0048131271885248905
245,0.005842678908045906
246,0.008493349312181375
247,0.0014132207518299245
248,0.006631379079483413
249,0.0035550371330783648
250,0.006752599989533703
251,0.005253393814095286
252,0.0044107542168762
253,0.004093872504348783
254,0.005068890368060575
255,0.005228624383055935
256,0.0021366509704427994
257,0.006804997584315076
258,0.0009275066122853559
259,0.00535294279384646
260,0.0028151860447117594
261,0.0037157943340251354
262,0.006258643132613373
263,0.002915675409361884
264,0.0018852749799519453
265,0.003174478269475589
266,0.0008194714630894717
267,0.0025220318353876836
268,0.005217870699504745
269,0.004328226331092977
270,0.0011476849093322583
271,0.0025756520729950383
272,0.00491194464862077
273,0.0046223728020913235
274,0.00592510825705006
275,0.006586570344403686
276,0.005129330443346847
277,0.0014102265849922357
278,0.008400601010002173
279,0.0018280524808196308
280,0.003447717094534397
281,0.005339894012883151
282,0.005715927116693664
283,0.002275075821299377
284,0.008469738741880617
285,0.001591968539605526
286,0.006983640276561065
287,0.0022136046448719693
288,0.008489006412771727
289,0.004015369404940405
290,0.00796738272883124
291,0.004949581642635925
292,0.005105172432791405
293,0.005504345358875118
294,0.005312754495343963
295,0.0037145187595740703
296,0.005619040082589066
297,0.002219135084787438
298,0.002621643249260841
299,0.003988845843999722
300,0.0019249753065334607
301,0.0014012306007790132
302,0.007241452533203074
303,0.0028932026678318845
304,0.0034150791001990033
305,0.006573461516366952
306,0.0021337935564034183
307,0.005181541146384472
308,0.0013060416359803595
309,0.0026759036814213433
310,0.0026469324724822663
311,0.0011610931601006014
312,0.009529764479531022
313,0.002383676240556576
314,0.0016672232448400326
315,0.005895041008519786
316,0.003700577090102186
317,0.0030317795337627684
318,0.0034680050336333146
319,0.0025112410399142915
320,0.0018757932159925161
321,0.0035343851211497856
322,0.001449850855554602
323,0.008289582479540925
324,0.004382613666600643
325,0.002868225454397577
326,0.0027016887452210314
327,0.0036929115458883555
328,0.004226160583294947
329,0.0034475673016992614
330,0.006991329339716246
331,0.004655970938938991
332,0.003771625202804385
333,0.012838957716212906
334,0.01031463194629767
335,0.0027191949332618925
336,0.003227141838460179
337,0.0026230865045134832
338,0.004015259013051442
339,0.005344604316744106
340,0.003483937689531369
341,0.0021468168650209396
342,0.003761451605598376
343,0.008544006338628396
344,0.005747737505687578
345,0.004435999076165653
346,0.0027645370515243517
347,0.0013928819638654444
348,0.0051335494948262506
349,0.0026980489348322756
350,0.0007023098497855873
351,0.005442835801699686
352,0.0038851306280885956
353,0.0008050712814630101
354,0.004856135206831369
355,0.008045713712707903
356,0.0032391267051112838
357,0.0010680712277280069
358,0.0008141746091482327
359,0.005588094560004864
360,0.0017914957888359728
361,0.0046543581367484155
362,0.0019630792890057425
363,0.00031602134762653833
364,0.00363977364256185
365,0.002683424310780058
366,0.004489680567094201
367,0.004819431679842334
368,0.0019450091964464677
369,0.005429111359767758
370,0.0025800036483901723
371,0.004775907537379442
372,0.008481061757015573
373,0.0022805057950382457
374,0.0033834941199252233
375,0.006355465311883468
376,0.0024188976948436025
377,0.0010627676246922624
378,0.008176723164815436
379,0.003788427174930886
380,0.004794875780373631
381,0.0028031634266635352
382,0.004394956762530433
383,0.002602498999595526
384,0.0038098520004901104
385,0.0034003614439678254
386,0.0017234570174654573
387,0.005154391368066391
388,0.002207752620042136
389,0.0033717405643339804
390,0.00545865462334294
391,0.0027733237704661295
392,0.003027404898746311
393,0.0019690278313169163
394,0.0005170484244757523
395,0.0013380252322702235
396,0.0063566206547029935
397,0.007025817638620313
398,0.006942504352728585
399,0.005148534026005902
400,0.00353343875797818
401,0.005040158681547502
402,0.001267399567829619
403,0.0021304025715151997
404,0.004608129341893252
405,0.005006134426985942
406,0.0014317013175285664
407,0.0023623918976806157
408,0.003160783262744604
409,0.001966487478603063
410,0.0018092404908812698
411,0.011576836692805959
412,0.0015596504316545134
413,0.0008191925468054029
414,7.06141419620776e-05
415,0.006185389678223463
416,0.002300578525609942
417,0.0041610992355232135
418,0.009131013151854606
419,0.006637743511813787
420,0.0022885021716089193
421,0.0014399907876199158
422,0.0022328155645221504
423,0.004629038624389348
424,0.004531800666677577
425,0.003468708914428409
426,0.006534098319420534
427,0.007854109798180797
428,0.0050937434733386855
429,0.003461926210577615
430,0.003558635976914304
431,0.0032957891567316766
432,0.0044186225246959365
433,0.0063138654857543
434,0.0032522573930334753
435,0.0028140082413014023
436,0.0036659709904841575
437,0.005475890123584071
438,0.003963088865681308
439,0.007362820767744083
440,0.0014948807185134472
441,0.00043036356242953655
442,0.006873455007694096
443,0.004592672114668406
444,0.00959136845373132
445,0.005708238442014624
446,1.2228053799412386e-05
447,0.01065959047077547
448,0.001000946683963666
449,0.016552927841122833
450,0.0017685333004983095
451,0.009500428577507436
452,0.0011535555967482347
453,0.005770540309328331
454,0.0032931467818110294
455,0.005856171090051765
456,0.0033948903548743914
457,0.0027213431720999326
458,0.0032167055877679873
459,0.002070877681855876
460,0.005954959702476947
461,0.0036282440737817057
462,0.006370499998130774
463,0.0015035578144720896
464,0.0017843686363129274
465,0.003672924789166254
466,0.00587222572200452
467,0.005046867110948705
468,0.0019866014062885906
469,0.002452103187307486
470,0.007150454169430609
471,0.008629187416282824
472,0.0030856335616109565
473,0.0022453276248783904
474,0.0037211033920684367
475,0.005601635988474629
476,0.002078686350364123
477,0.0035223337749311634
478,0.005983689492295441
479,0.006451358668479568
480,0.003117810410291688
481,0.010996111237769446
482,0.0016852896278510832
483,0.0033679505936798915
484,0.006838829809642566
485,0.00576357145908335
486,0.005182091068912986
487,0.00399229730062578
488,0.008118572833976878
489,0.0018768384573369934
490,0.004151944415664355
491,0.006647175137853734
492,0.002064893966489345
493,0.002785994672571457
494,0.007089516378038341
495,0.0024465154575122883
496,0.0022883579504108242
497,0.0022729195972216454
498,0.004330334907721389
499,0.005290377986933881
500,0.007171280508543987
501,0.005607380609450652
502,0.0046688641107247575
503,0.0018658469421218848
504,0.01071095435964653
505,0.004256279924409467
506,0.001798967105548832
507,0.005222736075991663
508,0.002351798592043375
509,0.012363972905457099
510,0.004248933800008126
511,0.007655301325851682
512,0.0029116018905316343
513,0.0033421599155957216
514,0.0030362292296078897
515,0.0015916546799056297
516,0.005799975571046723
517,0.001127479164529377
518,0.001482200765983821
519,0.005046456682153311
520,0.0029548484185044632
521,0.005297649114982428
522,0.0026149942089883638
523,0.0024076607462762967
524,0.0021392627205583103
525,0.0032878077540247075
526,0.007389404498767127
527,0.007508328165725109
528,0.002716700569480035
529,0.0014618585063731482
530,0.001781936550072749
531,0.006700152070984622
532,0.008830955100793347
533,0.011462673932021383
534,0.006194495260419597
535,0.0056129995349096795
536,0.0007347995185585932
537,0.0023052411361675906
538,0.0034133939569114258
539,0.005254433586732055
540,0.004311248765666353
541,0.004203727224547316
542,0.0013462345785653085
543,0.0018760982558633232
544,0.0018898471385419002
545,0.002541972877378451
546,0.001622827291827833
547,0.0043203319805247276
548,0.004689621639692665
549,0.005158221933848073
550,0.004939642009428091
551,0.004118505434866582
552,0.005259154335444105
553,0.003034775067039863
554,0.004867929095675794
555,0.002220906214958185
556,0.004143372645857402
557,0.0032575799554676044
558,0.005215644174325074
559,0.003716615626253583
560,0.0011124370196488043
561,0.0038388738942356504
562,0.004129176572329141
563,0.00990886457389295
564,0.004428701316362749
565,0.006644794082199312
566,0.0017724533625643746
567,0.004927873093838353
568,0.0065268107612974635
569,0.0021313772630319194
570,0.002914368530770095
571,0.0037877631848936
572,0.003320218841936895
573,0.0022870302382133056
574,0.006793625929701896
575,0.0019357448625232365
576,0.0032588658713207375
577,0.007249670934572849
578,0.007275580787139302
579,0.003518130557364052
580,0.0016532904428145923
581,0.00464119789420947
582,0.0017455852361299984
583,0.0011729755246987494
584,0.0042590163152324
585,0.0017692384230058034
586,0.003703325374024624
587,0.0029464251024911015
588,0.003904807529724885
589,0.006557982491754766
590,0.010527831583687752
591,0.001843671166048444
592,0.005886580014770271
593,0.006048139316482071
594,0.0011610458854540706
595,0.002606531986672156
596,0.0006560309014614907
597,0.0006698897572453566
598,0.0009670718109604515
599,0.007985550927039786
600,0.005842796211528389
601,0.001032352817995963
602,0.00220113116453291
603,0.0036969923956546857
604,0.0008641681568822834
605,0.0019531024224762605
606,0.00688967245481531
607,0.0029955619307646675
608,0.004481688316254284
609,0.00341733285178758
610,0.0013033243315818677
611,0.0009291184081030579
612,0.007949677136681044
613,0.0026134053220638886
614,0.005105068650331557
615,0.0025080785658589955
616,0.005241463100456811
617,0.003008283362557651
618,0.002350753467335931
619,0.0038598959867831573
620,0.0060412862786370924
621,0.0009721276092612419
622,0.0016916324210031197
623,0.0039782524579841105
624,0.00456185859998437
625,0.0010671700830838793
626,0.006156425182732295
627,0.002941003765344896
628,0.004318354564144644
629,0.002692513191406176
630,0.003690853621001078
631,0.001729853730596198
632,0.0034853663174495564
633,0.004869151375587966
634,0.007727635316257531
635,0.005273225363453871
636,0.0033533952076012508
637,0.006823691589181169
638,0.00714043437364309
639,0.0048271037529780125
640,0.0035290690708741357
641,0.00365789660542426
642,0.004517993020295319
643,0.0005448428554107876
644,0.004193467278091001
645,0.0037042312532763466
646,0.004046457779354196
647,0.003119257613930282
648,0.002438199609648084
649,0.001771277787048109
650,0.0035669947445041705
651,0.001276822564758695
652,0.0074787948250595315
653,0.0051773839678948
654,0.006696591309174216
655,0.001435929748225262
656,0.002462164316772042
657,0.005675253269536107
658,0.006027485520509357
659,0.002983818861298726
660,0.004877386630146141
661,0.008572545236580909
662,0.005263105646054478
663,0.0007401969085939486
664,0.008003423135442556
665,0.002807403123313623
666,0.0012016462688699825
667,0.0012489294913021753
668,0.007631291270569496
669,0.005586202782948968
670,0.004369261281235937
671,0.004988862801656002
672,0.0043259477041566186
673,0.003275136378732668
674,0.004367990198909211
675,0.0030843971521454794
676,0.002902222102563412
677,0.004321896715557272
678,0.003333712573206693
679,0.003151420759066048
680,0.0052932405971722885
681,0.001389275370102916
682,0.002691809309984472
683,0.0030186527469168167
684,0.0016507515206446444
685,0.008342029891255875
686,0.00489975355579475
687,0.00881877209766424
688,0.00966292314243633
689,0.0011268418900731714
690,0.0021676382145224826
691,0.006103985804644552
692,0.0026772111813114785
693,0.004481988491157329
694,0.007109435208867865
695,0.007342745910963289
696,0.0036324017051670987
697,0.002120465488522405
698,0.00619177718742614
699,0.0015799924042422253
700,0.0045358518633585865
701,0.0037534544577766393
702,0.005161950439496521
703,0.011919917838307259
704,0.007992669538924302
705,0.002359145902715132
706,0.0028024808564507397
707,0.002546963183409079
708,0.004417176004616663
709,0.0021202531480951636
710,0.002901240520522541
711,0.002677078970083735
712,0.005883687170186391
713,0.006800544744463899
714,0.00692752691849996
715,0.0018861892873435204
716,0.006386409647359259
717,0.004602147376790433
718,0.003457651334261236
719,0.0043112479592115616
720,0.004593655113945272
721,0.001403951690371441
722,0.003387977578313661
723,0.009886003261324161
724,0.0075640692395448905
725,0.006146696520556549
726,0.0009650281692202833
727,0.00661260361763627
728,0.006056791327877731
729,0.003676793568970882
730,0.007670933312519446
731,0.004922665391145831
732,0.0038909247179287343
733,0.004952824683006618
734,0.008315217320358337
735,0.0020028813797413614
736,0.002462414396406376
737,0.002259168165044012
738,0.0018768282622743104
739,0.0031744491578004075
740,0.006514828486662627
741,0.0009541991137749228
742,0.0035934148295573287
743,0.0033066050315544437
744,0.00242449800368727
745,0.00225236183179367
746,0.0032781615755081983
747,0.005626375865440125
748,0.0038480786654603305
749,0.008536904734736783
750,0.004499110191080624
751,0.004291302888471238
752,0.006237986923212868
753,0.0030681620854794422
754,0.016815502765845758
755,0.008658455567162826
756,0.002857117890926575
757,0.007554935646300165
758,0.004961030151510726
759,0.00353570602164055
760,0.0005493507435995193
761,0.0028236596377183565
762,0.0021530626281273113
763,0.0011375381192018086
764,0.0032265977925293177
765,0.0011648841591085368
766,0.0018644546895021374
767,0.0019599095933083843
768,0.004858742957353113
769,0.005290380252889304
770,0.004785696355859348
771,0.0004886210733886509
772,0.002927452775013273
773,0.0018947945615180872
774,0.0047578242434200835
775,0.0018501908087444896
776,0.0019296677241730231
777,0.0031357956515948304
778,0.003681915029567606
779,0.0025618453277551634
780,0.0032215060745195423
781,0.002356345464512355
782,0.0035064884969371324
783,0.0018001890315185731
784,0.004653435061981459
785,0.0017906625195870385
786,0.003161767246082081
787,0.0015336738905386005
788,0.0003741831546445473
789,0.0035933508467879127
790,0.00461262084688796
791,0.003730960039511566
792,0.004804888993204748
793,0.00408047862268579
794,0.007175157467964044
795,0.004008704252660644
796,0.004184296538583432
797,0.003597407547801912
798,0.0017704798508880737
799,0.006853593336004216
800,0.00103115051009528
801,0.007992278223920235
802,0.0018592875694022348
803,0.002483062302664707
804,0.005394779681813788
805,0.003147768519876082
806,0.0019898585038957695
807,0.0008625000660286153
808,0.0046439421313053675
809,0.007691383940490959
810,0.0013912273429118605
811,0.0035879825325694226
812,0.0022300506467659575
813,0.0001886269303654764
814,0.002570840601398783
815,0.0012437585122094807
816,0.008334277163166592
817,0.006379599121917989
818,0.0009979770826135104
819,0.0062868063282283115
820,0.002467677640398458
821,0.0016707986860909907
822,0.0014224321233486936
823,0.00046332904127555086
824,0.0034033720468407136
825,0.0031699830865903333
826,0.005034672252482664
827,0.002440449607878925
828,0.000662904033642886
829,0.0032800039563337657
830,0.0016212715520563803
831,0.004441954037591955
832,0.00021193840027056154
833,0.0030559133703188524
834,0.003261998778849917
835,0.0031742363586557687
836,0.004140976782824546
837,0.005588963901603128
838,0.0034662283434223617
839,0.008701262391914488
840,0.004395318921725289
841,0.007122055249982107
842,0.00538125728125316
843,0.004330127518137883
844,0.0023274338541569017
845,0.00439661714784112
846,0.0019140949928794226
847,0.0023787440528320047
848,0.005936059091663615
849,0.0038992972571384454
850,0.0026931864114557724
851,0.008185529996894259
852,0.003594750710365635
853,0.0024725303693357015
854,0.0025671260115202044
855,0.005659076490071913
856,0.00335012424577108
857,0.002799716735688018
858,0.0034594450043173852
859,0.0024198319727511963
860,0.004972193217677945
861,0.004541190250201943
862,0.0016963340388626014
863,0.004113242704210651
864,0.007527669935923353
865,0.0049957903887595245
866,0.0038636512794436584
867,0.0029293981959006565
868,0.006415989735736094
869,0.0008694396517029412
870,0.0037009337974835965
871,0.00598162007624381
872,0.0019502324222239187
873,0.005092847175259929
874,0.0019328840475213438
875,0.003977698459785128
876,0.004256571681581556
877,0.004191527306998788
878,0.0041064051433538085
879,0.004286097361532293
880,0.006840527968729693
881,0.0018435129831301245
882,0.00897451631119095
883,0.0033702064443911217
884,0.0026890252386314595
885,0.0031431438530663547
886,0.003559614397594668
887,0.008899525078415738
888,0.0004981515492757937
889,0.0032060999744826235
890,0.0021236049605011242
891,0.0012651152374514307
892,0.009466721482837781
893,0.00038926859726629015
894,0.0015775399989469419
895,0.0031712804707519915
896,0.004343406959998242
897,0.0038370932167021143
898,0.001377293230907406
899,0.0018835871499703893
900,0.00185720527049138
901,0.0052386384747938886
902,0.0026182364459641505
903,0.004484414189305119
904,0.0077651227837221
905,0.0005646985133913596
906,0.00772038725511448
907,0.01478549821216868
908,0.002997688822677147
909,0.004052536974874954
910,0.00495369200095741
911,0.005447989077426718
912,0.0034444675172753403
913,0.0043229660732585495
914,0.0014750033039293564
915,0.002069976061673251
916,0.001070614998220365
917,0.006807799814570692
918,0.0032246283107109086
919,0.0020719269350749636
920,0.01193279875327835
921,0.0017758027485706984
922,0.00048808589254401014
923,0.0015416373913454962
924,0.001628407656425801
925,0.008108312410837315
926,0.0034130289156941718
927,0.0017787309998356093
928,0.0020032559920617476
929,0.004860008602774801
930,0.0013322953048008346
931,0.004719655427487424
932,0.0072500859428702435
933,0.005497527541126757
934,0.006224549467070739
935,0.00518681788829467
936,0.0013043209054349747
937,0.008789678508773435
938,0.004219951554255474
939,0.006261353793076796
940,0.006825406020074309
941,0.007882903436009836
942,0.0016131949310630445
943,0.003381513171718864
944,0.003861663170721119
945,0.004717452890966256
946,0.014649922174604924
947,0.001719415721872175
948,0.0047057944370390015
949,0.0017358317172092574
950,0.004583270071865542
951,0.002133657895587504
952,0.0031946737149153304
953,0.001257143761349333
954,0.002724640767985065
955,0.008923339129587649
956,0.006620653874132909
957,0.008154948814622975
958,0.0011896367351680315
959,0.005774572683103996
960,0.0005160896063137743
961,0.0036469346181038365
962,0.0022902361584971054
963,0.0045799865588738164
964,0.0017415317084696902
965,0.002455946224541705
966,0.0017843259832018843
967,0.004207869926588947
968,0.0060331440453108565
969,0.0060728737636213115
970,0.0040005882391065395
971,0.01102951760858939
972,0.000714843895016859
973,0.0031312914626474564
974,0.0038732543042135914
975,0.0017299331110977034
976,0.0029137959703112726
977,0.00862000334924029
978,0.00310816633552935
979,0.006425344687132295
980,0.007368951179125838
981,0.008686601556963103
982,0.006900097211489764
983,0.005314431593729241
984,0.003467754956734903
985,0.00471273222648938
986,0.003960567708264251
987,0.007644079661933145
988,0.0031477560379500336
989,0.002315053933288347
990,0.008448836084515299
991,0.002581664627242408
992,0.0005591164813827376
993,0.005973784676642668
994,0.004292321238188346
995,0.002911916695322203
996,0.0075157063727354645
997,0.0029841524499144567
998,0.0028233187718195163
999,0.00428184968758949
1000,0.0026347292859310034
1001,0.0038186417969394704
1002,0.00248141709005012
1003,0.0029921666137830982
1004,0.002754270334561437
1005,0.0017668180452614646
1006,0.009034417840900089
1007,0.0005258062363538984
1008,0.0025594707748478607
1009,0.0016152606262819225
1010,0.007004618386569961
1011,0.0018551807170120727
1012,0.00414900475757618
1013,0.005186047831973961
1014,0.009531481605466241
1015,0.00741012201076352
1016,0.003251703001903472
1017,0.0008917892539542782
1018,0.003943215159091795
1019,0.0018293034267382602
1020,0.003217654537703729
1021,0.005989525852616029
1022,0.0026540234851930578
1023,0.005271202583957524
1024,0.005787472072329103
1025,0.003644929375726136
1026,0.002943267658009785
1027,0.005912232799489714
1028,0.0029428178761319312
1029,0.004284019687399776
1030,0.004422607148740987
1031,0.0040660495737278035
1032,0.0022076342705596996
1033,0.0024142747107368523
1034,0.0014467072740272924
1035,0.0014871133081341137
1036,0.0031811819374626404
1037,0.0035409476679086893
1038,0.0067645669325171465
1039,0.0031995788580591045
1040,0.0037223227921698854
1041,0.004622831914007475
1042,0.008112759946605208
1043,0.004297707790854255
1044,0.0014652717444619823
1045,0.0023493592529547636
1046,0.006077747917973331
1047,0.0023841889804352423
1048,0.003414262477209662
1049,0.005212493003410867
1050,0.003995664941437438
1051,0.0062251012753865576
1052,0.008416938449451683
1053,0.002777692581869551
1054,0.002954445982790932
1055,0.0046962398010576
1056,0.002968948258813886
1057,0.0025970587903332287
1058,0.004262381080318289
1059,0.009202033264095855
1060,0.0016501185303522403
1061,0.007320137177509345
1062,0.0028843385520731513
1063,0.0035475308502882497
1064,0.0052243661629166604
1065,0.0042964749712526284
1066,0.0024097895335951636
1067,0.0035611493963670915
1068,0.007589647899568508
1069,0.0052437648170383655
1070,0.006642462062165788
1071,0.0047400346602078924
1072,0.004938321621776209
1073,0.0009758487372403257
1074,0.000663087191867251
1075,0.01209195360470916
1076,0.0032745648115339865
1077,0.00669111081824969
1078,0.0021643145354638404
1079,0.0021518528002922865
1080,0.0024331096996684787
1081,0.003175369833575248
1082,0.004162783110066681
1083,0.004185224060758164
1084,0.003328191304566075
1085,0.005365448810181417
1086,0.005944561201784104
1087,0.006845766187541735
1088,0.002536735755630848
1089,0.004988564326516509
1090,0.0017880069118609843
1091,0.0010465089573009623
1092,0.003234263067150356
1093,0.0037183282522410543
1094,0.002313569373206925
1095,0.002232369936079337
1096,0.0023535540031804913
1097,0.006811956733892455
1098,0.005941762056657418
1099,0.0028906616534315477
1100,0.005090276162485252
1101,0.006003933404153838
1102,0.005691706742454894
1103,0.002335357934390103
1104,0.0061107033945030365
1105,0.0016329169325025594
1106,0.0014187882428516874
1107,0.000713941384111294
1108,0.002178590701966354
1109,0.003320919099487063
1110,0.0027177161040555786
1111,0.0034466293501353995
1112,0.0029631646835014402
1113,0.005261386099255416
1114,0.0031336677263571477
1115,0.005598836489555614
1116,0.0011042066844506593
1117,0.0022332938897614563
1118,0.006796629465964377
1119,0.002609468819487648
1120,0.0008624253481909205
1121,0.004335718300825686
1122,0.004085735831773629
1123,0.003048526327438905
1124,0.003988583263796142
1125,0.0010843165256649856
1126,0.00403466543329023
1127,0.0034414851121110646
1128,0.0026681840831063175
1129,0.0022168182595593278
1130,0.003783656181536088
1131,0.005851948653455619
1132,0.005054798095768365
1133,0.0024106272647544946
1134,0.010745027827399611
1135,0.0018073340452886555
1136,0.0036194615822289222
1137,0.0039455757744319975
1138,0.004411959468330062
1139,0.004134762853900242
1140,0.003482567094748812
1141,0.0006883074669589151
1142,0.0022558641115143496
1143,0.003422646366907367
1144,0.0045979049587431264
1145,0.006803246151230513
1146,0.002194609304754347
1147,0.004207588344603552
1148,0.005901068808581322
1149,0.0018581166318880626
1150,0.0037485427702772522
1151,0.005081408792967812
1152,0.0017580416044782332
1153,0.005443459417736274
1154,0.0017628848484806392
1155,0.0008686702876845587
1156,0.004134566547128737
1157,0.0019942770551413247
1158,0.005307240957729831
1159,0.004643385492188679
1160,0.0030766900004493003
1161,0.005020072603778014
1162,0.009436601176343706
1163,0.0031291247024276547
1164,0.004495095731347876
1165,0.006635112752894745
1166,0.005539765931650176
1167,0.006235666354976965
1168,0.005203635442565191
1169,0.0031831468542496966
1170,0.0031841543190794797
1171,0.0014910916411934316
1172,0.002964607291439436
1173,0.003732565242253627
1174,0.0051739798173412455
1175,0.0016967175754502017
1176,0.007732279679907306
1177,0.0022711270003455963
1178,0.0021785393732843827
1179,0.0006814792654238344
1180,0.0010318474290045287
1181,0.0030463033759747793
1182,0.008240621087638345
1183,0.009231548319607152
1184,0.00272123644995248
1185,0.009721161273962164
1186,0.0009319732727227636
1187,0.003879460850597982
1188,0.0038075978611233907
1189,0.002120388971076026
1190,0.004237177291523175
1191,0.0004173585801214852
1192,0.002186664754221024
1193,0.006921731170979162
1194,0.005086154946530419
1195,0.007058809302241342
1196,0.0038652595065624684
1197,0.009560656242342369
1198,0.0023029940050677267
1199,0.0007362885739512492
1200,0.002572970021014087
1201,0.0016637292569341433
1202,0.004333436916907796
1203,0.0020121732507273338
1204,0.00458738977235873
1205,0.0026424471804713523
