sample,mean_abs_route_spearman,kind
67,0.7432703003337041,random_direction
68,0.7427363737486095,random_direction
69,0.7596440489432703,random_direction
70,0.6911234705228031,random_direction
71,0.7471857619577308,random_direction
72,0.7818909899888766,random_direction
73,0.7789543937708564,random_direction
74,0.780111234705228,random_direction
75,0.687741935483871,random_direction
76,0.6111234705228031,random_direction
77,0.7255617352614016,random_direction
78,0.7426473859844271,random_direction
79,0.8064516129032258,random_direction
80,0.7913236929922135,random_direction
81,0.6547274749721913,random_direction
82,0.6187764182424916,random_direction
83,0.6487652947719689,random_direction
84,0.7023359288097887,random_direction
85,0.669321468298109,random_direction
86,0.6615795328142381,random_direction
87,0.6333704115684092,random_direction
88,0.8082313681868742,random_direction
89,0.6503670745272525,random_direction
90,0.7478976640711903,random_direction
91,0.7048275862068965,random_direction
92,0.6623804226918799,random_direction
93,0.6670967741935484,random_direction
94,0.6812458286985539,random_direction
95,0.6222469410456062,random_direction
96,0.6024026696329254,random_direction
97,0.6264293659621802,random_direction
98,0.8187319243604005,random_direction
99,0.6053392658509456,random_direction
100,0.5739265850945494,random_direction
101,0.6489432703003337,random_direction
102,0.7154171301446051,random_direction
103,0.6569521690767519,random_direction
104,0.6190433815350389,random_direction
105,0.771301446051168,random_direction
106,0.7661401557285873,random_direction
107,0.7440711902113459,random_direction
108,0.7575973303670744,random_direction
109,0.7368631813125694,random_direction
110,0.7125695216907675,random_direction
111,0.7758398220244717,random_direction
112,0.7514571746384873,random_direction
113,0.6876529477196885,random_direction
114,0.7638264738598444,random_direction
115,0.8093882091212459,random_direction
116,0.6358620689655171,random_direction
117,0.6767074527252503,random_direction
118,0.6896996662958843,random_direction
119,0.6953948832035597,random_direction
120,0.7442491657397108,random_direction
121,0.6045383759733036,random_direction
122,0.6626473859844271,random_direction
123,0.627408231368187,random_direction
124,0.5448275862068965,random_direction
125,0.7862513904338153,random_direction
126,0.5403781979977753,random_direction
127,0.6740378197997776,random_direction
128,0.7233370411568409,random_direction
129,0.5046051167964405,random_direction
130,0.5885205784204671,random_direction
131,0.6978865406006675,random_direction
132,0.7696106785317018,random_direction
133,0.5619132369299221,random_direction
134,0.7837597330367074,random_direction
135,0.6814238042269188,random_direction
136,0.6711902113459399,random_direction
137,0.8202447163515016,random_direction
138,0.7295661846496108,random_direction
139,0.8164182424916575,random_direction
140,0.7414905450500556,random_direction
141,0.6880088987764182,random_direction
142,0.7251167964404894,random_direction
143,0.6741268075639599,random_direction
144,0.7330367074527252,random_direction
145,0.6795550611790879,random_direction
146,0.741579532814238,random_direction
147,0.5529254727474971,random_direction
148,0.5082536151279199,random_direction
149,0.6499221357063403,random_direction
150,0.7784204671857619,random_direction
151,0.7529699666295884,random_direction
152,0.790789766407119,random_direction
153,0.6559733036707452,random_direction
154,0.6750166852057843,random_direction
155,0.7231590656284761,random_direction
156,0.7753058954393771,random_direction
157,0.7325027808676307,random_direction
158,0.6390656284760846,random_direction
159,0.6770634037819799,random_direction
160,0.7613348164627365,random_direction
161,0.7209343715239155,random_direction
162,0.46482758620689657,random_direction
163,0.48912124582869854,random_direction
164,0.6977975528364849,random_direction
165,0.5892324805339266,random_direction
166,0.6313236929922136,random_direction
167,0.7749499443826473,random_direction
168,0.7638264738598443,random_direction
169,0.6476974416017798,random_direction
170,0.6755506117908787,random_direction
171,0.7075862068965517,random_direction
172,0.7862513904338153,random_direction
173,0.6725250278086764,random_direction
174,0.7733481646273638,random_direction
175,0.5751724137931034,random_direction
176,0.6631813125695218,random_direction
177,0.6492992213570634,random_direction
178,0.5767741935483871,random_direction
179,0.7524360400444938,random_direction
180,0.6751056729699666,random_direction
181,0.5499888765294771,random_direction
182,0.7207563959955506,random_direction
183,0.708031145717464,random_direction
184,0.7478976640711903,random_direction
185,0.6733259176863181,random_direction
186,0.576952169076752,random_direction
187,0.785984427141268,random_direction
188,0.6505450500556174,random_direction
189,0.5310344827586206,random_direction
190,0.7114126807563961,random_direction
191,0.6563292547274749,random_direction
192,0.7494104560622914,random_direction
193,0.7260066740823137,random_direction
194,0.623670745272525,random_direction
195,0.6838264738598443,random_direction
196,0.7061624026696328,random_direction
197,0.6309677419354839,random_direction
198,0.7915906562847608,random_direction
199,0.6795550611790879,random_direction
200,0.6151279199110122,random_direction
201,0.6481423804226918,random_direction
202,0.457797552836485,random_direction
203,0.7292992213570635,random_direction
204,0.6311457174638487,random_direction
205,0.7917686318131257,random_direction
206,0.6674527252502782,random_direction
207,0.7648053392658509,random_direction
208,0.6338153503893214,random_direction
209,0.7354393770856507,random_direction
210,0.6702113459399333,random_direction
211,0.7742380422691879,random_direction
212,0.7753948832035595,random_direction
213,0.7079421579532815,random_direction
214,0.6436929922135706,random_direction
215,0.5892324805339266,random_direction
216,0.7775305895439377,random_direction
217,0.5748164627363737,random_direction
218,0.740333704115684,random_direction
219,0.5846051167964404,random_direction
220,0.7341045606229144,random_direction
221,0.7881201334816461,random_direction
222,0.6078309232480534,random_direction
223,0.6265183537263626,random_direction
224,0.71853170189099,random_direction
225,0.5831813125695218,random_direction
226,0.8215795328142379,random_direction
227,0.7743270300333704,random_direction
228,0.7607119021134594,random_direction
229,0.6084538375973303,random_direction
230,0.6995773081201333,random_direction
231,0.6593548387096773,random_direction
232,0.6541045606229143,random_direction
233,0.5946607341490545,random_direction
234,0.7408676307007787,random_direction
235,0.6547274749721914,random_direction
236,0.6798220244716351,random_direction
237,0.5830033370411569,random_direction
238,0.7481646273637373,random_direction
239,0.8100111234705227,random_direction
240,0.7370411568409344,random_direction
241,0.7490545050055617,random_direction
242,0.6940600667408231,random_direction
243,0.6680756395995551,random_direction
244,0.7524360400444939,random_direction
245,0.6127252502780868,random_direction
246,0.7885650723025583,random_direction
247,0.7303670745272525,random_direction
248,0.6597107897664072,random_direction
249,0.8281646273637374,random_direction
250,0.49116796440489435,random_direction
251,0.5245383759733037,random_direction
252,0.6296329254727475,random_direction
253,0.559154616240267,random_direction
254,0.8315461624026697,random_direction
255,0.5301446051167964,random_direction
256,0.7552836484983315,random_direction
257,0.7317908787541713,random_direction
258,0.6677196885428253,random_direction
259,0.6147719688542825,random_direction
260,0.7953281423804226,random_direction
261,0.6387096774193548,random_direction
262,0.6960177975528363,random_direction
263,0.6193993325917686,random_direction
264,0.5886095661846495,random_direction
265,0.79265850945495,random_direction
266,0.6821357063403781,random_direction
267,0.5664516129032259,random_direction
268,0.5571968854282536,random_direction
269,0.6520578420467185,random_direction
270,0.7845606229143491,random_direction
271,0.766496106785317,random_direction
272,0.6465406006674083,random_direction
273,0.6960177975528365,random_direction
274,0.7683648498331479,random_direction
275,0.6487652947719689,random_direction
276,0.6751946607341489,random_direction
277,0.684182424916574,random_direction
278,0.7311679644048944,random_direction
279,0.8562847608453839,random_direction
280,0.7260956618464961,random_direction
281,0.6740378197997775,random_direction
282,0.6454727474972191,random_direction
283,0.6169076751946607,random_direction
284,0.7236040044493882,random_direction
285,0.6989543937708564,random_direction
286,0.5268520578420468,random_direction
287,0.5296996662958844,random_direction
288,0.8189098998887653,random_direction
289,0.7624026696329255,random_direction
290,0.691924360400445,random_direction
291,0.8084093437152392,random_direction
292,0.6938820912124583,random_direction
293,0.7964849833147942,random_direction
294,0.7907007786429366,random_direction
295,0.6839154616240266,random_direction
296,0.6890767519466074,random_direction
297,0.5639599555061179,random_direction
298,0.6963737486095662,random_direction
299,0.6688765294771968,random_direction
300,0.7621357063403782,random_direction
301,0.7460289210233593,random_direction
302,0.8194438264738599,random_direction
303,0.6798220244716352,random_direction
304,0.7777085650723026,random_direction
305,0.6852502780867631,random_direction
306,0.8361735261401557,random_direction
307,0.7869632925472747,random_direction
308,0.8104560622914349,random_direction
309,0.6091657397107897,random_direction
310,0.6823136818687431,random_direction
311,0.8640266963292547,random_direction
312,0.7705895439377086,random_direction
313,0.6118353726362626,random_direction
314,0.5990211345939933,random_direction
315,0.7449610678531701,random_direction
316,0.6725250278086763,random_direction
317,0.6179755283648498,random_direction
318,0.7656062291434927,random_direction
319,0.7880311457174638,random_direction
320,0.6036484983314794,random_direction
321,0.7223581757508344,random_direction
322,0.6010678531701891,random_direction
323,0.7096329254727476,random_direction
324,0.7122135706340378,random_direction
325,0.7428253615127919,random_direction
326,0.6650500556173526,random_direction
327,0.6185984427141268,random_direction
328,0.6757285873192436,random_direction
329,0.6838264738598443,random_direction
330,0.6581979977753059,random_direction
331,0.7442491657397108,random_direction
332,0.655706340378198,random_direction
333,0.7201334816462734,random_direction
334,0.8463181312569521,random_direction
335,0.7775305895439376,random_direction
336,0.5166184649610679,random_direction
337,0.8140155728587318,random_direction
338,0.6551724137931034,random_direction
339,0.6830255839822023,random_direction
340,0.7703225806451612,random_direction
341,0.7821579532814238,random_direction
342,0.7389988876529475,random_direction
343,0.6935261401557286,random_direction
344,0.6454727474972191,random_direction
345,0.574460511679644,random_direction
346,0.7319688542825362,random_direction
347,0.6074749721913236,random_direction
348,0.6991323692992213,random_direction
349,0.7668520578420468,random_direction
350,0.6617575083426029,random_direction
351,0.5431368186874305,random_direction
352,0.6496551724137931,random_direction
353,0.6660289210233593,random_direction
354,0.6141490545050055,random_direction
355,0.8070745272525027,random_direction
356,0.784115684093437,random_direction
357,0.6856062291434928,random_direction
358,0.5121690767519467,random_direction
359,0.8076084538375973,random_direction
360,0.8405339265850944,random_direction
361,0.7020689655172414,random_direction
362,0.6413793103448275,random_direction
363,0.6978865406006675,random_direction
364,0.664516129032258,random_direction
365,0.684182424916574,random_direction
366,0.7412235817575084,random_direction
367,0.5261401557285873,random_direction
368,0.7123915461624025,random_direction
369,0.6258954393770856,random_direction
370,0.7740600667408231,random_direction
371,0.5335261401557286,random_direction
372,0.7191546162402671,random_direction
373,0.7116796440489431,random_direction
374,0.5616462736373748,random_direction
375,0.7276084538375974,random_direction
376,0.7760177975528364,random_direction
377,0.8411568409343715,random_direction
378,0.6892547274749722,random_direction
379,0.7502113459399332,random_direction
380,0.7951501668520577,random_direction
381,0.6897886540600668,random_direction
382,0.6943270300333705,random_direction
383,0.6962847608453838,random_direction
384,0.6679866518353726,random_direction
385,0.6272302558398221,random_direction
386,0.6787541713014461,random_direction
387,0.7632925472747496,random_direction
388,0.7008231368186875,random_direction
389,0.7811790878754172,random_direction
390,0.7763737486095661,random_direction
391,0.8191768631813126,random_direction
392,0.6352391546162404,random_direction
393,0.6533036707452726,random_direction
394,0.7567074527252503,random_direction
395,0.7706785317018909,random_direction
396,0.6905005561735262,random_direction
397,0.49454949944382653,random_direction
398,0.7626696329254727,random_direction
399,0.7091879866518352,random_direction
400,0.6253615127919911,random_direction
401,0.6903225806451614,random_direction
402,0.6269632925472747,random_direction
403,0.7454949944382647,random_direction
404,0.7545717463848721,random_direction
405,0.7261846496106784,random_direction
406,0.7301001112347052,random_direction
407,0.695305895439377,random_direction
408,0.53761957730812,random_direction
409,0.7382869855394883,random_direction
410,0.7881201334816463,random_direction
411,0.7772636262513904,random_direction
412,0.5452725250278088,random_direction
413,0.7818909899888766,random_direction
414,0.6448498331479422,random_direction
415,0.7333036707452725,random_direction
416,0.634972191323693,random_direction
417,0.7008231368186875,random_direction
418,0.8057397107897664,random_direction
419,0.6534816462736374,random_direction
420,0.5189321468298108,random_direction
421,0.801023359288098,random_direction
422,0.5621802002224694,random_direction
423,0.7238709677419355,random_direction
424,0.7128364849833148,random_direction
425,0.6292769744160178,random_direction
426,0.7223581757508343,random_direction
427,0.691924360400445,random_direction
428,0.5927919911012236,random_direction
429,0.7966629588431591,random_direction
430,0.6767964404894327,random_direction
431,0.7128364849833148,random_direction
432,0.7339265850945493,random_direction
433,0.552480533926585,random_direction
434,0.7636484983314794,random_direction
435,0.7113236929922135,random_direction
436,0.6003559510567297,random_direction
437,0.7300111234705227,random_direction
438,0.5250723025583982,random_direction
439,0.6330144605116796,random_direction
440,0.7285873192436039,random_direction
441,0.7207563959955505,random_direction
442,0.7947942157953282,random_direction
443,0.4585984427141268,random_direction
444,0.6429810901001113,random_direction
445,0.6952169076751947,random_direction
446,0.7150611790878755,random_direction
447,0.7481646273637376,random_direction
448,0.7064293659621803,random_direction
449,0.6678086763070077,random_direction
450,0.6586429365962181,random_direction
451,0.8061846496106785,random_direction
452,0.8101890989988876,random_direction
453,0.5573748609566185,random_direction
454,0.6036484983314795,random_direction
455,0.7055394883203558,random_direction
456,0.7119466073414905,random_direction
457,0.7390878754171301,random_direction
458,0.5154616240266964,random_direction
459,0.7033147942157953,random_direction
460,0.7337486095661846,random_direction
461,0.7023359288097886,random_direction
462,0.6769744160177975,random_direction
463,0.7074972191323693,random_direction
464,0.6577530589543938,random_direction
465,0.5954616240266963,random_direction
466,0.6097886540600667,random_direction
467,0.6577530589543936,random_direction
468,0.7941713014460511,random_direction
469,0.6767074527252503,random_direction
470,0.6323915461624027,random_direction
471,0.6343492769744159,random_direction
472,0.8040489432703005,random_direction
473,0.7364182424916573,random_direction
474,0.7186206896551723,random_direction
475,0.541357063403782,random_direction
476,0.4503225806451613,random_direction
477,0.5452725250278088,random_direction
478,0.8099221357063403,random_direction
479,0.7607119021134594,random_direction
480,0.677508342602892,random_direction
481,0.7134593993325918,random_direction
482,0.7148832035595105,random_direction
483,0.7363292547274749,random_direction
484,0.6654949944382648,random_direction
485,0.6020467185761957,random_direction
486,0.7457619577308121,random_direction
487,0.7108787541713015,random_direction
488,0.5516796440489433,random_direction
489,0.6420912124582869,random_direction
490,0.5214238042269189,random_direction
491,0.5757953281423804,random_direction
492,0.7185317018909899,random_direction
493,0.7329477196885428,random_direction
494,0.7640934371523916,random_direction
495,0.7992436040044494,random_direction
496,0.7341935483870968,random_direction
497,0.5054060066740823,random_direction
498,0.7539488320355952,random_direction
499,0.7268075639599554,random_direction
500,0.7489655172413794,random_direction
501,0.7577753058954393,random_direction
502,0.7659621802002224,random_direction
503,0.7870522803114571,random_direction
504,0.583893214682981,random_direction
505,0.707853170189099,random_direction
506,0.6530367074527252,random_direction
507,0.6470745272525028,random_direction
508,0.6775973303670745,random_direction
509,0.6926362625139044,random_direction
510,0.5617352614015573,random_direction
511,0.7104338153503893,random_direction
512,0.7640934371523914,random_direction
513,0.7135483870967743,random_direction
514,0.8148164627363738,random_direction
515,0.5869187986651836,random_direction
516,0.7852725250278086,random_direction
517,0.7634705228031147,random_direction
518,0.8043159065628476,random_direction
519,0.6535706340378199,random_direction
520,0.8452502780867631,random_direction
521,0.7174638487208009,random_direction
522,0.8292324805339264,random_direction
523,0.6786651835372637,random_direction
524,0.6263403781979978,random_direction
525,0.7608008898776418,random_direction
526,0.5951056729699666,random_direction
527,0.7265406006674082,random_direction
528,0.7353503893214683,random_direction
529,0.7609788654060067,random_direction
530,0.7618687430478308,random_direction
531,0.7709454949944383,random_direction
532,0.8068965517241379,random_direction
533,0.8043159065628475,random_direction
534,0.7606229143492771,random_direction
535,0.5942157953281424,random_direction
536,0.6274972191323693,random_direction
537,0.8173971078976641,random_direction
538,0.782602892102336,random_direction
539,0.8590433815350391,random_direction
540,0.6980645161290322,random_direction
541,0.6485873192436039,random_direction
542,0.7106117908787543,random_direction
543,0.6495661846496107,random_direction
544,0.6597997775305895,random_direction
545,0.6302558398220245,random_direction
546,0.5892324805339266,random_direction
547,0.7688097886540601,random_direction
548,0.610055617352614,random_direction
549,0.703047830923248,random_direction
550,0.5745494994438265,random_direction
551,0.5022024471635149,random_direction
552,0.8029810901001111,random_direction
553,0.7370411568409343,random_direction
554,0.6190433815350389,random_direction
555,0.797908787541713,random_direction
556,0.8147274749721914,random_direction
557,0.6317686318131257,random_direction
558,0.8189098998887653,random_direction
559,0.6034705228031145,random_direction
560,0.6211790878754171,random_direction
561,0.631412680756396,random_direction
562,0.7170189098998888,random_direction
563,0.6206451612903227,random_direction
564,0.7454949944382647,random_direction
565,0.6855172413793105,random_direction
566,0.7410456062291435,random_direction
567,0.7154171301446051,random_direction
568,0.710344827586207,random_direction
569,0.7898109010011123,random_direction
570,0.4601112347052281,random_direction
571,0.7609788654060068,random_direction
572,0.6696774193548387,random_direction
573,0.6533036707452725,random_direction
574,0.526318131256952,random_direction
575,0.6524137931034482,random_direction
576,0.728142380422692,random_direction
577,0.8367074527252504,random_direction
578,0.7802892102335929,random_direction
579,0.7570634037819801,random_direction
580,0.8134816462736374,random_direction
581,0.4933036707452726,random_direction
582,0.6072080088987765,random_direction
583,0.7021579532814238,random_direction
584,0.7880311457174638,random_direction
585,0.7002892102335929,random_direction
586,0.763114571746385,random_direction
587,0.7171968854282535,random_direction
588,0.7594660734149054,random_direction
589,0.6671857619577308,random_direction
590,0.684805339265851,random_direction
591,0.8149054505005562,random_direction
592,0.6001779755283649,random_direction
593,0.8723025583982202,random_direction
594,0.669766407119021,random_direction
595,0.6638042269187986,random_direction
596,0.6285650723025584,random_direction
597,0.6044493882091213,random_direction
598,0.7759288097886541,random_direction
599,0.7075862068965517,random_direction
600,0.4857397107897664,random_direction
601,0.6053392658509454,random_direction
602,0.7952391546162402,random_direction
603,0.6430700778642937,random_direction
604,0.702602892102336,random_direction
605,0.7707675194660734,random_direction
606,0.7407786429365962,random_direction
607,0.6694994438264739,random_direction
608,0.8179310344827586,random_direction
609,0.8300333704115683,random_direction
610,0.6198442714126808,random_direction
611,0.6300778642936596,random_direction
612,0.6026696329254728,random_direction
613,0.6645161290322581,random_direction
614,0.6537486095661846,random_direction
615,0.7292992213570634,random_direction
616,0.7174638487208009,random_direction
617,0.6778642936596218,random_direction
618,0.5261401557285873,random_direction
619,0.7042046718576196,random_direction
620,0.7364182424916574,random_direction
621,0.6507230255839822,random_direction
622,0.7501223581757508,random_direction
623,0.827452725250278,random_direction
624,0.6146829810901002,random_direction
625,0.6484983314794216,random_direction
626,0.6711902113459399,random_direction
627,0.7504783092324805,random_direction
628,0.7535928809788655,random_direction
629,0.6094327030033371,random_direction
630,0.7865183537263626,random_direction
631,0.7616907675194662,random_direction
632,0.6121023359288098,random_direction
633,0.6424471635150166,random_direction
634,0.6393325917686318,random_direction
635,0.7393548387096774,random_direction
636,0.8074304783092323,random_direction
637,0.7498553948832035,random_direction
638,0.7970189098998889,random_direction
639,0.5683203559510568,random_direction
640,0.5631590656284761,random_direction
641,0.7022469410456063,random_direction
642,0.6007119021134594,random_direction
643,0.6342602892102336,random_direction
644,0.6899666295884316,random_direction
645,0.780734149054505,random_direction
646,0.7570634037819801,random_direction
647,0.6412903225806452,random_direction
648,0.7632035595105673,random_direction
649,0.6633592880978865,random_direction
650,0.5163515016685205,random_direction
651,0.7159510567296996,random_direction
652,0.55559510567297,random_direction
653,0.7549276974416018,random_direction
654,0.784916573971079,random_direction
655,0.8063626251390433,random_direction
656,0.7156840934371524,random_direction
657,0.677508342602892,random_direction
658,0.5515016685205785,random_direction
659,0.6523248053392658,random_direction
660,0.6567741935483871,random_direction
661,0.6887208008898776,random_direction
662,0.5909232480533927,random_direction
663,0.7639154616240267,random_direction
664,0.751012235817575,random_direction
665,0.5849610678531703,random_direction
666,0.5335261401557286,random_direction
667,0.8167741935483871,random_direction
668,0.6918353726362625,random_direction
669,0.7135483870967743,random_direction
670,0.4930367074527252,random_direction
671,0.5975973303670745,random_direction
672,0.48938820912124575,random_direction
673,0.7896329254727474,random_direction
674,0.6042714126807563,random_direction
675,0.7040266963292547,random_direction
676,0.5703670745272525,random_direction
677,0.5036262513904338,random_direction
678,0.7660511679644049,random_direction
679,0.748698553948832,random_direction
680,0.6057842046718577,random_direction
681,0.6632703003337042,random_direction
682,0.7358843159065629,random_direction
683,0.5919911012235818,random_direction
684,0.4051167964404894,random_direction
685,0.5676974416017797,random_direction
686,0.4851167964404895,random_direction
687,0.7506562847608452,random_direction
688,0.8229143492769744,random_direction
689,0.5718798665183538,random_direction
690,0.6710122358175751,random_direction
691,0.7788654060066741,random_direction
692,0.8073414905450502,random_direction
693,0.7299221357063405,random_direction
694,0.6582869855394883,random_direction
695,0.6070300333704115,random_direction
696,0.8325250278086763,random_direction
697,0.5731256952169077,random_direction
698,0.8052947719688541,random_direction
699,0.6584649610678531,random_direction
700,0.8290545050055617,random_direction
701,0.5830033370411568,random_direction
702,0.7098109010011123,random_direction
703,0.7293882091212458,random_direction
704,0.7570634037819801,random_direction
705,0.6873859844271413,random_direction
706,0.5256952169076752,random_direction
707,0.6541935483870969,random_direction
708,0.7233370411568408,random_direction
709,0.7828698553948832,random_direction
710,0.5866518353726362,random_direction
711,0.6850723025583982,random_direction
712,0.546607341490545,random_direction
713,0.6817797552836484,random_direction
714,0.7455839822024473,random_direction
715,0.6653170189098999,random_direction
716,0.778420467185762,random_direction
717,0.7234260289210234,random_direction
718,0.6397775305895439,random_direction
719,0.7742380422691879,random_direction
720,0.7152391546162403,random_direction
721,0.7293882091212459,random_direction
722,0.8060066740823137,random_direction
723,0.6851612903225807,random_direction
724,0.6290100111234705,random_direction
725,0.6515239154616241,random_direction
726,0.762313681868743,random_direction
727,0.7624916573971079,random_direction
728,0.662825361512792,random_direction
729,0.5389543937708565,random_direction
730,0.7383759733036708,random_direction
731,0.7355283648498332,random_direction
732,0.7693437152391546,random_direction
733,0.6983314794215796,random_direction
734,0.7905228031145717,random_direction
735,0.7170189098998888,random_direction
736,0.7886540600667408,random_direction
737,0.6022246941045607,random_direction
738,0.6816907675194661,random_direction
739,0.7354393770856508,random_direction
740,0.6499221357063403,random_direction
741,0.7161290322580645,random_direction
742,0.8181090100111235,random_direction
743,0.7082091212458287,random_direction
744,0.6597997775305895,random_direction
745,0.6797330367074527,random_direction
746,0.8185539488320355,random_direction
747,0.8443604004449388,random_direction
748,0.8117018909899889,random_direction
749,0.7778865406006675,random_direction
750,0.7637374860956618,random_direction
751,0.5703670745272524,random_direction
752,0.7460289210233592,random_direction
753,0.6766184649610678,random_direction
754,0.8241601779755283,random_direction
755,0.7073192436040043,random_direction
756,0.7051835372636263,random_direction
757,0.6443159065628474,random_direction
758,0.6947719688542825,random_direction
759,0.6152169076751945,random_direction
760,0.6800889877641825,random_direction
761,0.6996662958843158,random_direction
762,0.6401334816462737,random_direction
763,0.7268965517241379,random_direction
764,0.8319911012235817,random_direction
765,0.740333704115684,random_direction
766,0.6736818687430478,random_direction
767,0.6116573971078977,random_direction
768,0.6518798665183536,random_direction
769,0.7484315906562848,random_direction
770,0.5873637374860956,random_direction
771,0.7389098998887653,random_direction
772,0.7226251390433817,random_direction
773,0.6509899888765295,random_direction
774,0.5743715239154616,random_direction
775,0.6662958843159066,random_direction
776,0.5437597330367074,random_direction
777,0.636840934371524,random_direction
778,0.6961957730812013,random_direction
779,0.7537708565072304,random_direction
780,0.602313681868743,random_direction
781,0.6581979977753059,random_direction
782,0.7203114571746385,random_direction
783,0.8569076751946607,random_direction
784,0.6460956618464961,random_direction
785,0.6652280311457174,random_direction
786,0.7808231368186874,random_direction
787,0.7596440489432703,random_direction
788,0.6811568409343715,random_direction
789,0.5321023359288098,random_direction
790,0.5878976640711902,random_direction
791,0.7123025583982202,random_direction
792,0.6970856507230258,random_direction
793,0.7927474972191324,random_direction
794,0.5661846496106786,random_direction
795,0.7398887652947719,random_direction
796,0.7829588431590656,random_direction
797,0.8168631813125696,random_direction
798,0.8004004449388209,random_direction
799,0.5728587319243603,random_direction
800,0.6855172413793102,random_direction
801,0.8207786429365962,random_direction
802,0.6419132369299221,random_direction
803,0.7172858731924359,random_direction
804,0.7226251390433814,random_direction
805,0.765250278086763,random_direction
806,0.6630033370411569,random_direction
807,0.7117686318131258,random_direction
808,0.7773526140155729,random_direction
809,0.6774193548387096,random_direction
810,0.7029588431590656,random_direction
811,0.6974416017797553,random_direction
812,0.652146829810901,random_direction
813,0.7108787541713015,random_direction
814,0.6060511679644048,random_direction
815,0.7406896551724137,random_direction
816,0.7136373748609567,random_direction
817,0.7967519466073414,random_direction
818,0.5822914349276974,random_direction
819,0.5942157953281424,random_direction
820,0.6096106785317018,random_direction
821,0.7522580645161291,random_direction
822,0.7082091212458288,random_direction
823,0.6963737486095661,random_direction
824,0.7587541713014461,random_direction
825,0.6401334816462736,random_direction
826,0.7196885428253614,random_direction
827,0.7308120133481647,random_direction
828,0.6155728587319244,random_direction
829,0.5486540600667408,random_direction
830,0.6079199110122359,random_direction
831,0.7123915461624026,random_direction
832,0.633726362625139,random_direction
833,0.639599555061179,random_direction
834,0.7414905450500555,random_direction
835,0.6434260289210233,random_direction
836,0.7516351501668521,random_direction
837,0.7214682981090099,random_direction
838,0.603381535038932,random_direction
839,0.8277196885428253,random_direction
840,0.663448275862069,random_direction
841,0.7864293659621803,random_direction
842,0.8086763070077863,random_direction
843,0.8331479421579532,random_direction
844,0.6679866518353725,random_direction
845,0.6597997775305895,random_direction
846,0.7479866518353726,random_direction
847,0.8105450500556174,random_direction
848,0.7795773081201335,random_direction
849,0.471412680756396,random_direction
850,0.7271635150166851,random_direction
851,0.7518131256952169,random_direction
852,0.6610456062291434,random_direction
853,0.8197997775305895,random_direction
854,0.7003781979977753,random_direction
855,0.7358843159065629,random_direction
856,0.7324137931034482,random_direction
857,0.7458509454949944,random_direction
858,0.7195995550611791,random_direction
859,0.5038932146829811,random_direction
860,0.5723248053392658,random_direction
861,0.6574860956618466,random_direction
862,0.7540378197997776,random_direction
863,0.7486095661846497,random_direction
864,0.8072525027808677,random_direction
865,0.5114571746384872,random_direction
866,0.5052280311457175,random_direction
867,0.7308120133481647,random_direction
868,0.7155951056729699,random_direction
869,0.7734371523915462,random_direction
870,0.5521245828698553,random_direction
871,0.8172191323692992,random_direction
872,0.6122803114571747,random_direction
873,0.7964849833147942,random_direction
874,0.7385539488320356,random_direction
875,0.7165739710789767,random_direction
