test,null_index,delta_r2_null
loop_number,104,7.089658508918628e-05
loop_number,105,0.0011303382144214336
loop_number,106,0.0018757716399291358
loop_number,107,0.0016176345220992872
loop_number,108,0.0028834300730880003
loop_number,109,1.9533891141843007e-05
loop_number,110,8.221405989206065e-05
loop_number,111,0.004027859862683836
loop_number,112,0.00017644533759508807
loop_number,113,0.0020857634328040886
loop_number,114,0.0014102696092851419
loop_number,115,0.00016949438931412875
loop_number,116,0.0002244504444415263
loop_number,117,3.3647028483296815e-05
loop_number,118,0.002223639739283745
loop_number,119,0.0004309856067163942
loop_number,120,0.0001342240656243554
loop_number,121,0.00032541663478302674
loop_number,122,6.321866324288106e-05
loop_number,123,0.0006124269342008271
loop_number,124,0.006390127504695142
loop_number,125,0.0004907257849635638
loop_number,126,2.3001264027544543e-05
loop_number,127,0.00017346851252597606
loop_number,128,9.723468945543878e-05
loop_number,129,0.0009536372138410076
loop_number,130,0.004760002772931982
loop_number,131,0.002320474610546963
loop_number,132,2.6657911403882295e-06
loop_number,133,0.0010159300168885999
loop_number,134,1.2749000879441752e-06
loop_number,135,0.0006296038319706376
loop_number,136,0.0038707243627358334
loop_number,137,0.002731464845295295
loop_number,138,0.002380505904361341
loop_number,139,4.228900172909e-05
loop_number,140,0.010716659700251707
loop_number,141,0.0012894281721247403
loop_number,142,0.00043676193777164585
loop_number,143,0.0020175798458770267
loop_number,144,0.0006534744159201189
loop_number,145,0.0076292474003917254
loop_number,146,0.0013237097287680522
loop_number,147,0.00044376177971150454
loop_number,148,1.400055460454297e-07
loop_number,149,0.0015413499186274215
loop_number,150,0.00147148178374501
loop_number,151,0.009257769799980164
loop_number,152,0.0001649809745827291
loop_number,153,0.0003033601072621739
loop_number,154,0.0007442099676511216
loop_number,155,0.0015788217982618535
loop_number,156,0.004858528854793098
loop_number,157,0.003862673514215209
loop_number,158,0.000599755174118366
loop_number,159,0.0009197914904326421
loop_number,160,0.006465889508943556
loop_number,161,3.668451971194919e-05
loop_number,162,0.0009686701526089303
loop_number,163,0.0019331615835710414
loop_number,164,0.002356920905868143
loop_number,165,0.0035069497977653352
loop_number,166,0.003828929464638975
loop_number,167,0.002819186728721168
loop_number,168,0.00042123814884797994
loop_number,169,0.0053456129745209635
loop_number,170,0.0041993177107297885
loop_number,171,7.879267632260323e-05
loop_number,172,0.0010182066446062787
loop_number,173,0.0022014787835772376
loop_number,174,0.0018940933788582637
loop_number,175,0.001495129043893928
loop_number,176,0.0030677045231320976
loop_number,177,0.002005270338191978
loop_number,178,0.0009387017731611325
loop_number,179,0.000423778730280544
loop_number,180,0.0008182605890961758
loop_number,181,0.0006720653411800281
loop_number,182,0.0015839633058968294
loop_number,183,0.0004200903263646971
loop_number,184,0.0006499820370733378
loop_number,185,0.0015994051185879155
loop_number,186,0.0003622082859251474
loop_number,187,0.001727518247826465
loop_number,188,0.00857269292652485
loop_number,189,0.00440308939254308
loop_number,190,0.004218329839622559
loop_number,191,0.0026529871468929933
loop_number,192,0.0026188597988378026
loop_number,193,0.0029300406552492664
loop_number,194,8.368848216167013e-05
loop_number,195,0.0016181762988881632
loop_number,196,0.002531533040362466
loop_number,197,0.007385143146526607
loop_number,198,8.705549208121166e-05
loop_number,199,0.000535818429139634
loop_number,200,0.003963835217333678
loop_number,201,0.00035909945336798366
loop_number,202,0.006889002925631771
loop_number,203,0.00032399571523478166
loop_number,204,0.004943462695458534
loop_number,205,0.0010469699675305089
loop_number,206,0.009739695901446188
loop_number,207,0.0003005126428914373
loop_number,208,0.001568849847607412
loop_number,209,0.0005567688451519892
loop_number,210,0.002362051749958294
loop_number,211,9.627499071296342e-07
loop_number,212,0.0010688597906146624
loop_number,213,0.007129914956186423
loop_number,214,0.0004284037703379262
loop_number,215,6.3829816863147926e-06
loop_number,216,0.009822074212824994
loop_number,217,0.0013384552096371571
loop_number,218,0.00022870564983212827
loop_number,219,2.9792082878010717e-05
loop_number,220,0.0015140537097020346
loop_number,221,0.0020347511486263903
loop_number,222,0.0009668746387427873
loop_number,223,0.00907428000528887
loop_number,224,3.6525481026394857e-06
loop_number,225,0.002308393996387159
loop_number,226,0.00043553277356245257
loop_number,227,0.0001091589694925954
loop_number,228,5.6098989706487856e-05
loop_number,229,3.810905264145514e-05
loop_number,230,0.0007508858694206255
loop_number,231,0.0004987088854186972
loop_number,232,0.002277446721489218
loop_number,233,0.0010443591797519858
loop_number,234,1.5818164824210612e-05
loop_number,235,1.9123616033733803e-05
loop_number,236,0.00017513039220673488
loop_number,237,6.164631229488293e-06
loop_number,238,0.003928556301156627
loop_number,239,0.00013001529241940535
loop_number,240,2.1579636885649123e-05
loop_number,241,0.0011268177456885686
loop_number,242,0.00023856667161825662
loop_number,243,0.003865855629784809
loop_number,244,0.005582082495842355
loop_number,245,0.004544102321160759
loop_number,246,0.003380435249087821
loop_number,247,0.003977225958701647
loop_number,248,0.0019115885812061029
loop_number,249,0.0012209616617087082
loop_number,250,0.002193635080225631
loop_number,251,0.00011983424772310514
loop_number,252,0.0007650391330096262
loop_number,253,0.0002540103483916756
loop_number,254,6.290532703845386e-06
loop_number,255,0.011249232906977547
loop_number,256,0.002191017818676144
loop_number,257,0.0010623751259581926
loop_number,258,0.002520592099937824
loop_number,259,0.0005981652465953946
loop_number,260,0.008987543818971822
loop_number,261,0.0012898676939200326
loop_number,262,0.00023795069112453326
loop_number,263,0.0031531704624232493
loop_number,264,0.005550500711669959
loop_number,265,3.884931355668808e-05
loop_number,266,0.0013995502483750144
loop_number,267,0.0013323402806042495
loop_number,268,0.005959002609269404
loop_number,269,0.0028615185116277475
loop_number,270,0.00014122976471686588
loop_number,271,0.008794556702575007
loop_number,272,2.896156874487854e-05
loop_number,273,0.002072702761299894
loop_number,274,0.0007020084823686767
loop_number,275,0.00016164439996790847
loop_number,276,0.00018829883813076265
loop_number,277,0.00010485059360854088
loop_number,278,0.0095150845829719
loop_number,279,0.0022848751377506638
loop_number,280,0.0025783086937191113
loop_number,281,0.00010790980460306798
loop_number,282,0.0013851058475432554
loop_number,283,0.0005642978419835298
loop_number,284,0.0012880510601323003
loop_number,285,0.0003043349620668323
loop_number,286,8.953070482342618e-05
loop_number,287,0.004148738609176195
loop_number,288,0.013485379629601169
loop_number,289,0.0018112350242068809
loop_number,290,0.00750404844752639
loop_number,291,1.6918281738442786e-05
loop_number,292,0.0006201872330654501
loop_number,293,0.0005747779543314735
loop_number,294,0.0035034057001887
loop_number,295,2.539465472461977e-05
loop_number,296,0.001485521511065957
loop_number,297,0.0029114419452387352
loop_number,298,0.00034649067762648755
loop_number,299,2.1143503025733423e-05
loop_number,300,0.00015580952488047917
loop_number,301,0.010942252097382088
loop_number,302,0.005318852316894884
loop_number,303,0.003909888446036569
loop_number,304,0.0009339408733780585
loop_number,305,0.0017737038698910634
loop_number,306,0.005782304833662599
loop_number,307,0.002713915088455865
loop_number,308,9.569550016419459e-05
loop_number,309,0.0010117130963962495
loop_number,310,5.870698483922965e-05
loop_number,311,0.001983449040142693
loop_number,312,0.0009624095214046946
loop_number,313,0.0060727427171306525
loop_number,314,1.012664820043696e-05
loop_number,315,4.205543453983385e-05
loop_number,316,7.060728148000628e-05
loop_number,317,0.003903115304153215
loop_number,318,0.0006875927730857212
loop_number,319,0.00788261321578354
loop_number,320,5.78783737026356e-06
loop_number,321,0.003877480820544066
loop_number,322,0.001077515119949246
loop_number,323,5.371835230760791e-05
loop_number,324,8.41815136743973e-05
loop_number,325,0.016513469937159186
loop_number,326,0.00010685466391002763
loop_number,327,0.00039514801338647043
loop_number,328,0.0032278745627757344
loop_number,329,0.0008374437774676391
loop_number,330,0.0004145996109008454
loop_number,331,0.0004907329372230151
loop_number,332,0.004692003444100812
loop_number,333,0.0001907042871580611
loop_number,334,0.0005301554663613706
loop_number,335,8.800209652237712e-05
loop_number,336,0.0016915180838570354
loop_number,337,0.003925834805913464
loop_number,338,0.0035003504791319973
loop_number,339,0.003983806720162741
loop_number,340,0.0005814962722132666
loop_number,341,0.00026961404694647584
loop_number,342,5.537211728912084e-06
loop_number,343,0.0018712498347722706
loop_number,344,0.0009156024040162247
loop_number,345,0.001192495242673841
loop_number,346,0.0012126803889906945
loop_number,347,4.700825873893422e-06
loop_number,348,0.0031277469481671982
loop_number,349,0.002622171166087983
loop_number,350,0.009053052952243568
loop_number,351,0.002381662453888822
loop_number,352,0.00042941964422715806
loop_number,353,0.004931625479415613
loop_number,354,0.0007784138520245953
loop_number,355,0.0011820153894123164
loop_number,356,0.004034988571780085
loop_number,357,0.004146194520620483
loop_number,358,0.0026476270665605206
loop_number,359,0.0032184551167807607
loop_number,360,0.0010321409685954963
loop_number,361,0.003892497628385172
loop_number,362,0.0001571296801242683
loop_number,363,0.0012356612519279775
loop_number,364,0.000753457490045184
loop_number,365,0.007597235781770406
loop_number,366,0.0009673904032021508
loop_number,367,0.0011611626623342364
loop_number,368,0.003401648573626348
loop_number,369,5.2780969235444175e-05
loop_number,370,0.004775041901729393
loop_number,371,0.0024845308987552217
loop_number,372,0.00017158721708288027
loop_number,373,0.00306025286166256
loop_number,374,0.0027301982419125626
loop_number,375,6.284981095561193e-07
loop_number,376,5.492893080605299e-06
loop_number,377,0.0017106575941303603
loop_number,378,0.0010492199567700977
loop_number,379,0.0028470047591426795
loop_number,380,0.0025053027717707455
loop_number,381,0.0009011419044886448
loop_number,382,0.001554978184340361
loop_number,383,0.0003372441810668425
loop_number,384,0.00018628463907544024
loop_number,385,0.004919279893256245
loop_number,386,0.0005288925780531084
loop_number,387,2.3319539979693715e-05
loop_number,388,0.00010493642780151635
loop_number,389,0.007268844550677778
loop_number,390,7.146990320161528e-05
loop_number,391,4.3384657520406655e-05
loop_number,392,5.219366994269059e-06
loop_number,393,8.874539414760463e-05
loop_number,394,0.0028002982904078433
loop_number,395,0.005210267776607713
loop_number,396,0.0004215727871066388
loop_number,397,7.484569975746425e-05
loop_number,398,0.0013767048192605547
loop_number,399,0.00393553931739099
loop_number,400,0.012196300322924625
loop_number,401,0.007342173873117863
loop_number,402,0.00030302243402191564
loop_number,403,0.001637826409759624
loop_number,404,0.00438535776091431
loop_number,405,0.008221912623651129
loop_number,406,0.0015788135452791119
loop_number,407,1.1152534560521232e-05
loop_number,408,3.407013710399198e-05
loop_number,409,0.0003486257180268515
loop_number,410,7.429032091843535e-05
loop_number,411,0.000610925351519187
loop_number,412,0.002149066002148814
loop_number,413,0.0013417971930719252
loop_number,414,0.0004233018608890138
loop_number,415,0.0016484783290954264
loop_number,416,0.00120996556252706
loop_number,417,4.0678797375015563e-07
loop_number,418,2.1703951436524704e-05
loop_number,419,0.002232585519950425
loop_number,420,0.0008434349803294605
loop_number,421,0.0013466420698640125
loop_number,422,0.0007574300230830389
loop_number,423,0.000884604531359523
loop_number,424,1.5802630843442245e-05
loop_number,425,0.01103119720509771
loop_number,426,0.0004564115595692142
loop_number,427,0.0013341321323102617
loop_number,428,6.115016352803426e-05
loop_number,429,0.0003976704384347496
loop_number,430,0.003264857264686616
loop_number,431,0.003975420008806352
loop_number,432,0.00016405918023287835
loop_number,433,0.000800236576487201
loop_number,434,0.0021795382084450754
loop_number,435,0.009464458887960547
loop_number,436,5.573423200733174e-07
loop_number,437,0.0002919918706011382
loop_number,438,4.4017142101004936e-05
loop_number,439,0.0014702699752422443
loop_number,440,8.571562738379779e-05
loop_number,441,1.2731446008551472e-08
loop_number,442,0.0056087884939231
loop_number,443,0.0038909739095170925
loop_number,444,0.018230589276082787
loop_number,445,0.0024804296733238473
loop_number,446,0.00023695306390758564
loop_number,447,0.00013595294433099703
loop_number,448,0.00031261091025991394
loop_number,449,4.536692065881809e-05
loop_number,450,1.2871502584888006e-06
loop_number,451,0.0004909745702480484
loop_number,452,0.013045780330241508
loop_number,453,0.0003383763209271473
loop_number,454,0.015740799508934478
loop_number,455,0.006320995647051464
loop_number,456,0.0006123203057663007
loop_number,457,5.6020389058719644e-05
loop_number,458,0.0003858894564860993
loop_number,459,0.000576058391701828
loop_number,460,0.000738569379857057
loop_number,461,0.00039465618928025137
loop_number,462,0.0033438229834986677
loop_number,463,0.00017137854913196193
loop_number,464,0.00022406892012538648
loop_number,465,7.231064240520446e-05
loop_number,466,0.00016833453158593414
loop_number,467,3.224028670834045e-05
loop_number,468,0.0026047072074485422
loop_number,469,0.0003802026140310444
loop_number,470,3.1893713670072543e-07
loop_number,471,0.00029694685843573154
loop_number,472,0.009101977090896551
loop_number,473,0.010171671879818045
loop_number,474,0.00012535408350555777
loop_number,475,3.6947645182250355e-05
loop_number,476,0.0001893293317281053
loop_number,477,0.0013820154807117069
loop_number,478,0.0026155322856280527
loop_number,479,0.00047700772486658494
loop_number,480,0.0007111191951645335
loop_number,481,0.00493453306845737
loop_number,482,0.005709889862505979
loop_number,483,0.0014872353381358838
loop_number,484,0.007147308583603462
loop_number,485,0.00032123824364660436
loop_number,486,3.831066144099893e-06
loop_number,487,0.00031265996896956416
loop_number,488,0.0005363591214191388
loop_number,489,0.0016777823403831826
loop_number,490,0.00014883630537865233
loop_number,491,0.0036032727361102745
loop_number,492,0.0015612735543157896
loop_number,493,0.0005384778030578241
loop_number,494,0.0044039086901770386
loop_number,495,2.3394985948499425e-10
loop_number,496,0.0010995584539035264
loop_number,497,0.0002598237659694469
loop_number,498,0.0008853648910769341
loop_number,499,0.002058464932240711
loop_number,500,0.0012972051183289812
loop_number,501,0.0013547242683599192
loop_number,502,0.01384898423433123
loop_number,503,0.0016435682239031024
loop_number,504,0.0010860243111662227
loop_number,505,0.0002532986126122516
loop_number,506,8.859636189684217e-06
loop_number,507,0.010895943538881347
loop_number,508,0.0003729733539180602
loop_number,509,5.5296240458968526e-05
loop_number,510,0.0001422840005096404
loop_number,511,0.0008366474549308389
loop_number,512,0.0018224416044277936
loop_number,513,0.003720233243001525
loop_number,514,0.0007830910339632347
loop_number,515,0.0036416603467628317
loop_number,516,0.010197307463698069
loop_number,517,0.0024810103436979647
loop_number,518,0.006839546239587602
loop_number,519,0.008070188481946183
loop_number,520,0.00033623721719877597
loop_number,521,0.00288484430007796
loop_number,522,0.006743773546619036
loop_number,523,0.00014177874063214801
loop_number,524,0.005169562640055636
loop_number,525,0.00017882039897143542
loop_number,526,0.0015236121970874095
loop_number,527,0.012011117149163697
loop_number,528,0.002615169139243756
loop_number,529,0.0009558799235926951
loop_number,530,0.003594557306763946
loop_number,531,0.00016259448907607332
loop_number,532,0.0004819610006494557
loop_number,533,0.005504188557550194
loop_number,534,6.214837206164336e-05
loop_number,535,0.0018176573915636984
loop_number,536,0.000731467464668123
loop_number,537,0.0005136039845878848
loop_number,538,0.00014894435056533872
loop_number,539,0.00020182150437109136
loop_number,540,0.0017470585722620946
loop_number,541,0.0015684723911786325
loop_number,542,0.00025360577560151754
loop_number,543,0.0043830928926607005
loop_number,544,4.2936989715469664e-05
loop_number,545,0.00031079948014089975
loop_number,546,0.001162016500078522
loop_number,547,0.0003267768575367924
loop_number,548,0.00047044034379728483
loop_number,549,0.00606051230174387
loop_number,550,0.001997930688612204
loop_number,551,0.00018506355633507443
loop_number,552,0.0008261530546265217
loop_number,553,0.002802496751855954
loop_number,554,0.004362912565364141
loop_number,555,0.000817549174256027
loop_number,556,0.00011162015605914455
loop_number,557,7.565858992886199e-05
loop_number,558,0.0035756881449484634
loop_number,559,0.002098703513424338
loop_number,560,0.0016080074021269652
loop_number,561,0.0009855289770046571
loop_number,562,8.721224030106e-05
loop_number,563,1.1968136742757096e-05
loop_number,564,0.0030067284994669263
loop_number,565,0.00023936107185629218
loop_number,566,0.0008758062960148028
loop_number,567,5.112932323592112e-05
loop_number,568,0.00011291013753111923
loop_number,569,0.0003206537429782941
loop_number,570,0.004664960682067676
loop_number,571,0.00010145139901773792
loop_number,572,0.004526719808366941
loop_number,573,0.005159995176133414
loop_number,574,0.002287898507604025
loop_number,575,0.0004147619932630686
loop_number,576,0.00022703766505560719
loop_number,577,0.00031068342578299823
loop_number,578,0.00026011874424114456
loop_number,579,0.004084883372248216
loop_number,580,9.13234718443734e-05
loop_number,581,0.00043223587064100677
loop_number,582,0.0001057675592279761
loop_number,583,0.0004880347302311794
loop_number,584,0.020341608802292188
loop_number,585,0.003567173676738311
loop_number,586,0.007506639367206747
loop_number,587,0.0035784685107801417
loop_number,588,0.0029144725409298022
loop_number,589,0.00015378816494882042
loop_number,590,0.004650779555699147
loop_number,591,0.0014311877958015362
loop_number,592,0.004451138823964307
loop_number,593,4.858744362712386e-05
loop_number,594,0.006516559378334397
loop_number,595,0.0010741643978821047
loop_number,596,0.00326051047405429
loop_number,597,0.0008762124123659065
loop_number,598,0.004009143467184728
loop_number,599,0.006969252182020824
loop_number,600,0.0008323769295728312
loop_number,601,0.007569866828107452
loop_number,602,0.009419427699276173
loop_number,603,0.0005407143646040113
loop_number,604,9.290357720692644e-05
loop_number,605,5.224530332248456e-06
loop_number,606,1.9843221849003e-06
loop_number,607,0.004603059637002582
loop_number,608,0.016138369848718748
loop_number,609,0.0029911814124389258
loop_number,610,0.0002026486965049923
loop_number,611,0.002857613876859344
loop_number,612,9.095566753325457e-06
loop_number,613,0.00424437283171053
loop_number,614,1.7471054253204166e-05
loop_number,615,0.0004125471511925438
loop_number,616,0.007551821547719495
loop_number,617,0.0004556814352895122
loop_number,618,0.004949324353233031
loop_number,619,8.491780608432808e-05
loop_number,620,0.0022086439580545347
loop_number,621,0.0004737774756798929
loop_number,622,0.0008369472413836121
loop_number,623,0.004317553409865615
loop_number,624,8.180668253920942e-07
loop_number,625,0.00014880204539291508
loop_number,626,0.0007761478722481119
loop_number,627,0.00045633153177560004
loop_number,628,0.00030325209136550235
loop_number,629,0.0009219235507526014
loop_number,630,0.0012663997478850053
loop_number,631,0.0003200770341682535
loop_number,632,0.0067992713712011765
loop_number,633,2.3526086862735163e-05
loop_number,634,0.000560265944119287
loop_number,635,0.0009024397219898894
loop_number,636,0.0054112141273481296
loop_number,637,5.564619009368332e-05
loop_number,638,0.004163868700902129
loop_number,639,5.600080654999395e-05
loop_number,640,0.003825925625639881
loop_number,641,0.002437286631798985
loop_number,642,0.0033274795977819016
loop_number,643,6.056959114264515e-07
loop_number,644,0.0005655948181273462
loop_number,645,6.218431349025444e-05
loop_number,646,0.002616629039352114
loop_number,647,0.0067906682895233494
loop_number,648,0.00239717366315384
loop_number,649,0.006755657099351997
loop_number,650,0.0002743000245515326
loop_number,651,0.0002837778777859956
loop_number,652,0.0020169609969933333
loop_number,653,0.00027753656540607796
loop_number,654,0.0003945632824433609
loop_number,655,0.00335441964411487
loop_number,656,0.004063950964117269
loop_number,657,0.004818403294725382
loop_number,658,0.00027981527315823485
loop_number,659,0.0003272471433355406
loop_number,660,6.466438826446819e-05
loop_number,661,0.0050664712703055725
loop_number,662,0.0005894613566604923
loop_number,663,0.007019218545801675
loop_number,664,0.0006285797502213475
loop_number,665,0.0006676849455832246
loop_number,666,2.517288787973193e-05
loop_number,667,0.001231300471771668
loop_number,668,0.0012739231193642508
loop_number,669,0.0007111884893022946
loop_number,670,0.013956483463260949
loop_number,671,0.0008835856175803958
loop_number,672,0.0005203928829189408
loop_number,673,1.556996273688327e-06
loop_number,674,0.0007194540988468834
loop_number,675,0.00098440919732945
loop_number,676,0.005091082997666696
loop_number,677,0.0007923272929379888
loop_number,678,0.0005506347968226022
loop_number,679,0.000291623565827015
loop_number,680,0.0022259114322961127
loop_number,681,0.0014038772708817593
loop_number,682,2.7824754109451177e-05
loop_number,683,0.006455584357116906
loop_number,684,0.00026113012139394876
loop_number,685,0.005401708193659482
loop_number,686,0.000565615070375447
loop_number,687,0.00016918468339144344
loop_number,688,0.00022584110121270928
loop_number,689,0.0017967834116128234
loop_number,690,0.006423648111600899
loop_number,691,0.002938700856626175
loop_number,692,0.000150201562378105
loop_number,693,0.0006057191783306326
loop_number,694,0.0036063205058118886
loop_number,695,0.003883072228138995
loop_number,696,5.4731859026935226e-05
loop_number,697,2.8082684814689785e-05
loop_number,698,5.0488586048502704e-05
loop_number,699,0.003420682299835942
loop_number,700,0.00012786699997091588
loop_number,701,0.006038573952835691
loop_number,702,2.218172086365655e-05
loop_number,703,3.5270607218196304e-06
loop_number,704,0.0007012531022313473
loop_number,705,0.0030444410685013246
loop_number,706,0.006799418633341547
loop_number,707,0.006475971180392337
loop_number,708,1.1722814431514017e-05
loop_number,709,0.0031262252962811488
loop_number,710,0.00021567122683063822
loop_number,711,0.0004326072975161521
loop_number,712,0.0024290449529249525
loop_number,713,0.001019610801594406
loop_number,714,0.0007821362312642188
loop_number,715,0.0001270647877325004
loop_number,716,0.0009750899656231216
loop_number,717,0.004108851504071032
loop_number,718,0.0035776352537474354
loop_number,719,0.0017509534999320397
loop_number,720,0.0005096813404336098
loop_number,721,0.001968589201470028
loop_number,722,0.0004690646890284089
loop_number,723,0.001122484151637404
loop_number,724,0.0022961161834835764
loop_number,725,0.0004686743493238499
loop_number,726,0.0011813418230867123
loop_number,727,0.001950452639794431
loop_number,728,0.001996094594107989
loop_number,729,0.00013359370174303997
loop_number,730,0.00023160082310713648
loop_number,731,0.0025583294310931315
loop_number,732,0.0021091450351446994
loop_number,733,0.0005468249850870688
loop_number,734,0.0009093172597522958
loop_number,735,0.0024086691171858465
loop_number,736,0.005394741514125112
loop_number,737,0.0014885868321715678
loop_number,738,7.059699909373052e-05
loop_number,739,0.004581785144432526
loop_number,740,0.0010697035418530954
loop_number,741,8.422074388392264e-05
loop_number,742,0.0003714299892976225
loop_number,743,0.0008095804424778086
loop_number,744,8.349555667996889e-05
loop_number,745,0.005292670450647519
loop_number,746,0.00013638492746326225
loop_number,747,0.003853387586951307
loop_number,748,7.698168883785161e-05
loop_number,749,0.0008003386631991738
loop_number,750,0.0007091545368922425
loop_number,751,9.646624354209266e-05
loop_number,752,0.005682866077788451
loop_number,753,1.1414717431046384e-05
loop_number,754,0.00034422250899956985
loop_number,755,0.0019430019687830535
loop_number,756,0.004186402672835321
loop_number,757,0.009025069159906751
loop_number,758,0.001828588287514199
loop_number,759,2.7669302710697785e-05
loop_number,760,0.0009750756995760002
loop_number,761,0.004096428088314674
loop_number,762,0.005559197205929789
loop_number,763,0.002493449484499477
loop_number,764,0.004745172740020509
loop_number,765,8.191557512804426e-05
loop_number,766,8.228635611740032e-05
loop_number,767,1.6430637756803534e-05
loop_number,768,0.0005911867092560641
loop_number,769,1.694313166411554e-05
loop_number,770,7.538952553987066e-05
loop_number,771,0.0028201113525104793
loop_number,772,0.008384657193100997
loop_number,773,7.040361254206928e-05
loop_number,774,0.0024826586074632173
loop_number,775,0.0013330522474704898
loop_number,776,0.005585164687204047
loop_number,777,0.0002891980842421038
loop_number,778,0.001833502685978261
loop_number,779,0.007237773525479385
loop_number,780,8.464620360193464e-08
loop_number,781,0.0019887452170407327
loop_number,782,0.0002563947659622867
loop_number,783,4.685958224781572e-06
loop_number,784,0.0013487577892491442
loop_number,785,0.004230968640284605
loop_number,786,0.0023590035157802225
loop_number,787,1.7838843572204333e-05
loop_number,788,0.0013313435262984896
loop_number,789,0.0011338230455150144
loop_number,790,0.01314829852939614
loop_number,791,0.009122468044200138
loop_number,792,0.00047763511823195604
loop_number,793,0.0004076495296004845
loop_number,794,7.009215613218434e-05
loop_number,795,0.0020749855303212605
loop_number,796,0.0010929913700193916
loop_number,797,0.00033494493764896216
loop_number,798,0.01809770694583257
loop_number,799,0.0005588160452979496
loop_number,800,0.0013861468965751245
loop_number,801,0.003542255964171459
loop_number,802,0.0007750600713758438
loop_number,803,0.0020395120191257776
loop_number,804,0.0005327711863538642
loop_number,805,0.00020310095090647629
loop_number,806,0.005576886211118071
loop_number,807,6.509615169125738e-08
loop_number,808,0.0014099606848034796
loop_number,809,0.0014492349295863738
loop_number,810,0.0004957701387797719
loop_number,811,0.0008726941041826697
loop_number,812,3.733038620468143e-05
loop_number,813,0.003223454425030692
loop_number,814,0.004796567364506954
loop_number,815,0.002035942043373762
loop_number,816,0.0003158682757801179
loop_number,817,0.0017624388498715948
loop_number,818,0.004327665577412487
loop_number,819,0.0007520639336622281
loop_number,820,1.3384523281478877e-05
loop_number,821,0.00041290829388396233
loop_number,822,0.00022652791693511531
loop_number,823,0.0023009675867585733
loop_number,824,0.008366386776878398
