predictor,lag,null_index,rho_null
Psi,1,215,0.2987915288930877
Psi,1,216,0.08727759407967248
Psi,1,217,-0.014836246260431427
Psi,1,218,-0.26861124232404343
Psi,1,219,0.33418359313493934
Psi,1,220,0.4271177767280743
Psi,1,221,-0.3420012596441505
Psi,1,222,-0.3353448275862069
Psi,1,223,0.3895685718784443
Psi,1,224,-0.0295544008817509
Psi,1,225,0.37717682254763024
Psi,1,226,-0.4106006928042828
Psi,1,227,-0.23293575814832307
Psi,1,228,-0.4359431585577074
Psi,1,229,-0.15276334435521963
Psi,1,230,-0.2278145173988348
Psi,1,231,0.24388285309400093
Psi,1,232,-0.44911037631868994
Psi,1,233,-0.33630924263895445
Psi,1,234,0.30886868209730745
Psi,1,235,-0.08622657849157613
Psi,1,236,-0.3349433160132262
Psi,1,237,0.499417414580381
Psi,1,238,-0.1444260746339159
Psi,1,239,0.11105337742087859
Psi,1,240,-0.014737836561171468
Psi,1,241,-0.18513226263580537
Psi,1,242,0.27000472366556444
Psi,1,243,0.20127145331443863
Psi,1,244,-0.1408124704770902
Psi,1,245,0.3795386553298693
Psi,1,246,-0.008608880491261219
Psi,1,247,-0.07204770902220121
Psi,1,248,0.3338175090536923
Psi,1,249,-0.3758738781294284
Psi,1,250,-0.38717524799244213
Psi,1,251,-0.4534285939222169
Psi,1,252,-0.33305778617540543
Psi,1,253,0.11241930404660683
Psi,1,254,-0.20202330341678476
Psi,1,255,0.4168162494095417
Psi,1,256,0.024472524011966618
Psi,1,257,0.17798771846953235
Psi,1,258,0.24640607778302628
Psi,1,259,-0.15143678160919538
Psi,1,260,-0.10364509526058888
Psi,1,261,0.06311210832939694
Psi,1,262,0.166265155093686
Psi,1,263,0.0204180444024563
Psi,1,264,-0.08733270351125806
Psi,1,265,-0.07721618642733427
Psi,1,266,-0.04488663202645253
Psi,1,267,-0.05204692174460715
Psi,1,268,0.010159817351598174
Psi,1,269,-0.4448157770429853
Psi,1,270,-0.08826956384821286
Psi,1,271,0.34261139977956223
Psi,1,272,0.16201779247362616
Psi,1,273,0.161037631868997
Psi,1,274,0.15702251613919063
Psi,1,275,0.6892772791686348
Psi,1,276,0.2004684301684774
Psi,1,277,-0.45774287513777356
Psi,1,278,0.12777121713116044
Psi,1,279,0.3506455676271453
Psi,1,280,-0.33648244370965197
Psi,1,281,0.012871988663202643
Psi,1,282,-0.30200362147693277
Psi,1,283,-0.1704337899543379
Psi,1,284,-0.1497716894977169
Psi,1,285,0.17003227838135726
Psi,1,286,0.3159187529522909
Psi,1,287,-0.4089789009604786
Psi,1,288,-0.3405093686033695
Psi,1,289,0.22575972287828688
Psi,1,290,-0.08841914659108802
Psi,1,291,0.15621555660525901
Psi,1,292,0.546236813100299
Psi,1,293,-0.22267359470949455
Psi,1,294,0.42895606991025037
Psi,1,295,-0.2606439930719571
Psi,1,296,-0.30047236655644777
Psi,1,297,0.07176035270036214
Psi,1,298,-0.3429223744292237
Psi,1,299,-0.15073216816249407
Psi,1,300,0.4073138088490002
Psi,1,301,-0.12769642575972287
Psi,1,302,-0.1321406077783026
Psi,1,303,-0.24165485750275542
Psi,1,304,-0.44637852306723347
Psi,1,305,0.2798496299795307
Psi,1,306,-0.16186033695481025
Psi,1,307,0.3775862068965517
Psi,1,308,-0.4121476932766493
Psi,1,309,0.19338293182176033
Psi,1,310,0.054861439143441965
Psi,1,311,-0.3160092898756101
Psi,1,312,0.23991891040780974
Psi,1,313,-0.023059360730593604
Psi,1,314,0.24246181703668712
Psi,1,315,-0.1737482286254133
Psi,1,316,-0.2930089749645725
Psi,1,317,0.44492993229412686
Psi,1,318,-0.12036687135884111
Psi,1,319,0.16307668083766333
Psi,1,320,-0.2418634860651866
Psi,1,321,-0.17203196347031963
Psi,1,322,-0.15112974334750431
Psi,1,323,0.11037631868997005
Psi,1,324,0.34015509368603364
Psi,1,325,-0.014666981577704298
Psi,1,326,0.06830420406235238
Psi,1,327,0.0011100614076523382
Psi,1,328,0.10994331601322624
Psi,1,329,-0.02390962053219965
Psi,1,330,-0.16404109589041094
Psi,1,331,0.17815698315225947
Psi,1,332,-0.04040702251613918
Psi,1,333,0.11610376318689969
Psi,1,334,-0.12914501653282945
Psi,1,335,0.2633128641158872
Psi,1,336,-0.44781924106439924
Psi,1,337,0.129318217603527
Psi,1,338,-0.3638954495355062
Psi,1,339,0.43696661943001097
Psi,1,340,0.32823964729963784
Psi,1,341,-0.4421823334907888
Psi,1,342,-0.03954101716265155
Psi,1,343,-0.07549992127224057
Psi,1,344,0.14358762399622105
Psi,1,345,-0.31791450165328294
Psi,1,346,-0.08886002204377262
Psi,1,347,-0.41448984411903633
Psi,1,348,-0.26181703668713585
Psi,1,349,0.22044953550621949
Psi,1,350,-0.25775862068965516
Psi,1,351,0.377440560541647
Psi,1,352,0.03905290505432215
Psi,1,353,-0.026743819870886473
Psi,1,354,-0.4620965202330341
Psi,1,355,-0.48734057628719885
Psi,1,356,0.12812549204849627
Psi,1,357,0.2431270666036844
Psi,1,358,0.4152692489371752
Psi,1,359,0.08189655172413791
Psi,1,360,-0.087934970870729
Psi,1,361,-0.21458431743032594
Psi,1,362,0.12296095103133363
Psi,1,363,0.49861045504644935
Psi,1,364,-0.10295622736576916
Psi,1,365,-0.3683553771059675
Psi,1,366,0.00869941741458038
Psi,1,367,0.11005747126436781
Psi,1,368,-0.07433475043300268
Psi,1,369,-0.20387340576287197
Psi,1,370,0.1469217446071485
Psi,1,371,0.10373563218390804
Psi,1,372,-0.20912454731538338
Psi,1,373,0.37986537553141236
Psi,1,374,0.04450086600535349
Psi,1,375,-0.327885372382302
Psi,1,376,-0.06167139033223114
Psi,1,377,0.03156983152259486
Psi,1,378,0.19051724137931034
Psi,1,379,-0.5139505589670917
Psi,1,380,0.08277830262950715
Psi,1,381,0.04032829475673122
Psi,1,382,0.3357738938749803
Psi,1,383,-0.002444496929617383
Psi,1,384,-0.5514367816091953
Psi,1,385,-0.2976460399937017
Psi,1,386,0.469575657376791
Psi,1,387,-0.25657770429853566
Psi,1,388,-0.5567194142654699
Psi,1,389,-0.08308534089119823
Psi,1,390,0.1295662100456621
Psi,1,391,0.21722563375846324
Psi,1,392,-0.08029444182018579
Psi,1,393,-0.149940954180444
Psi,1,394,-0.15344433947409855
Psi,1,395,0.09665800661313177
Psi,1,396,-0.06342701936702881
Psi,1,397,-0.43396315540859703
Psi,1,398,0.3887734215084238
Psi,1,399,0.5332270508581325
Psi,1,400,-0.026397417729491415
Psi,1,401,0.09581168319949615
Psi,1,402,0.1536096677688553
Psi,1,403,-0.09896079357581482
Psi,1,404,0.044229255235395996
Psi,1,405,0.06222642103605731
Psi,1,406,-0.3115493623051488
Psi,1,407,0.12679892930247202
Psi,1,408,0.23449456778460084
Psi,1,409,-0.03963549047394112
Psi,1,410,0.3617501180916391
Psi,1,411,0.3890410958904109
Psi,1,412,-0.025350338529365454
Psi,1,413,0.004534718941898913
Psi,1,414,-0.41521020311761925
Psi,1,415,0.12448433317587779
Psi,1,416,0.14500078727759408
Psi,1,417,0.3371476932766493
Psi,1,418,0.19286332860966776
Psi,1,419,0.17658636435207054
Psi,1,420,0.0934970870729019
Psi,1,421,0.32766493465595964
Psi,1,422,0.0708786017949929
Psi,1,423,-0.5290505432215398
Psi,1,424,-0.049618170366871356
Psi,1,425,0.4617146905999055
Psi,1,426,-0.1622539757518501
Psi,1,427,0.5524484333175878
Psi,1,428,-0.1045544008817509
Psi,1,429,-0.29236340733742716
Psi,1,430,-0.3744410329082034
Psi,1,431,-0.35964808691544636
Psi,1,432,0.10570382616910723
Psi,1,433,0.19672886159659894
Psi,1,434,-0.30310974649661465
Psi,1,435,0.47009132420091315
Psi,1,436,0.350287356321839
Psi,1,437,0.07108723035742402
Psi,1,438,0.2218469532357109
Psi,1,439,-0.05880569988978113
Psi,1,440,-0.2569280428279011
Psi,1,441,0.36119508738781286
Psi,1,442,0.026680837663360102
Psi,1,443,0.4205558179814202
Psi,1,444,0.017572035899858292
Psi,1,445,-0.4552196504487482
Psi,1,446,0.29402849944890563
Psi,1,447,-0.20652259486695007
Psi,1,448,0.03469532357109116
Psi,1,449,0.02909777987718469
Psi,1,450,0.3360061407652338
Psi,1,451,0.21615099984254446
Psi,1,452,0.18523067233506532
Psi,1,453,0.3445795937647614
Psi,1,454,0.019048181388757673
Psi,1,455,0.4460911667453944
Psi,1,456,-0.09925602267359471
Psi,1,457,0.3639781136828846
Psi,1,458,-0.053912769642575964
Psi,1,459,0.3230318060148008
Psi,1,460,0.2898992284679578
Psi,1,461,-0.3491143127066603
Psi,1,462,0.19246575342465752
Psi,1,463,0.269634703196347
Psi,1,464,-0.3516965832152416
Psi,1,465,0.09641001417099669
Psi,1,466,-0.21377735789639424
Psi,1,467,0.06745000787277594
Psi,1,468,0.021311604471736734
Psi,1,469,-0.4566367501180915
Psi,1,470,-0.19650448748228622
Psi,1,471,0.5457880648716736
Psi,1,472,0.08491182490946307
Psi,1,473,-0.14133994646512357
Psi,1,474,0.307668083766336
Psi,1,475,-0.15087781451739882
Psi,1,476,0.02095339316643048
Psi,1,477,0.12275232246890252
Psi,1,478,0.1557943630924264
Psi,1,479,-0.20433789954337897
Psi,1,480,0.10775468430168476
Psi,1,481,0.20583372697213037
Psi,1,482,-0.14618564005668397
Psi,1,483,0.05089356006928042
Psi,1,484,0.41253739568571873
Psi,1,485,0.368064084396158
Psi,1,486,-0.3885293654542591
Psi,1,487,-0.3882577546843016
Psi,1,488,-0.3506967406707605
Psi,1,489,-0.023299480396787906
Psi,1,490,0.6231577704298534
Psi,1,491,0.03338450637694851
Psi,1,492,0.11165170839237913
Psi,1,493,0.2973508108959219
Psi,1,494,0.28127853881278536
Psi,1,495,0.11178554558337268
Psi,1,496,-0.08972602739726027
Psi,1,497,-0.2222996378523067
Psi,1,498,0.13454180444024563
Psi,1,499,-0.43854511100614074
Psi,1,500,-0.15471579278853723
Psi,1,501,0.30213745866792624
Psi,1,502,-0.26334829160762085
Psi,1,503,0.3881750905369233
Psi,1,504,0.002708234923634073
Psi,1,505,-0.528349866162809
Psi,1,506,0.09097779877184696
Psi,1,507,-0.4831443867107542
Psi,1,508,0.4904621319477247
Psi,1,509,0.3328806487167375
Psi,1,510,-0.08736419461502125
Psi,1,511,-0.16818217603527003
Psi,1,512,0.2669815777042985
Psi,1,513,0.24491418674224527
Psi,1,514,0.25271610769957487
Psi,1,515,0.22270902220122815
Psi,1,516,0.0036450952605888835
Psi,1,517,0.5837584632341363
Psi,1,518,-0.2671980790426704
Psi,1,519,-0.371067548417572
Psi,1,520,0.2347819241064399
Psi,1,521,-0.15609352857817668
Psi,1,522,-0.02484648086915446
Psi,1,523,0.01227759407967249
Psi,1,524,-0.25047630294441814
Psi,1,525,-0.2306959533931664
Psi,1,526,0.25103920642418515
Psi,1,527,-0.26815068493150684
Psi,1,528,0.41870571563533293
Psi,1,529,0.2417453944260746
Psi,1,530,0.44700047236655643
Psi,1,531,0.0509447331128956
Psi,1,532,-0.05180286569044244
Psi,1,533,-0.1569674067076051
Psi,1,534,0.12815698315225948
Psi,1,535,0.45235002361832777
Psi,1,536,-0.23783262478349862
Psi,1,537,-0.22044166273027865
Psi,1,538,0.24976381672177608
Psi,1,539,-0.35286962683042034
Psi,1,540,0.29667768855298376
Psi,1,541,-0.14590222012281528
Psi,1,542,-0.2387104393008975
Psi,1,543,0.19943316013226262
Psi,1,544,-0.31735947094945677
Psi,1,545,0.4509919697685404
Psi,1,546,-0.2658164068650606
Psi,1,547,-0.23586049441032905
Psi,1,548,0.5424893717524799
Psi,1,549,0.5757479137143756
Psi,1,550,0.050866005353487634
Psi,1,551,0.057624783498661625
Psi,1,552,0.42984175720358997
Psi,1,553,-0.47138639584317427
Psi,1,554,-0.20528263265627458
Psi,1,555,-0.27660210990395206
Psi,1,556,-0.3367264997638167
Psi,1,557,0.22572429538655328
Psi,1,558,-0.0010392064241851674
Psi,1,559,-0.13227050858132577
Psi,1,560,0.4398638009762242
Psi,1,561,-0.04755550307038261
Psi,1,562,0.060832939694536285
Psi,1,563,0.10703038891513145
Psi,1,564,0.008852936545425917
Psi,1,565,0.12494095418044401
Psi,1,566,-0.03367973547472839
Psi,1,567,-0.462372067390962
Psi,1,568,0.3238112108329397
Psi,1,569,-0.13776176980003146
Psi,1,570,-0.2656235238545111
Psi,1,571,0.10045662100456619
Psi,1,572,-0.02937726342308298
Psi,1,573,-0.22486222642103604
Psi,1,574,0.17921587151629662
Psi,1,575,0.03401039206424185
Psi,1,576,0.5009604786647771
Psi,1,577,0.26782002834199337
Psi,1,578,-0.09713037316957958
Psi,1,579,0.406561958746654
Psi,1,580,-0.3235159817351598
Psi,1,581,0.4989686663517555
Psi,1,582,0.006711541489529208
Psi,1,583,-0.31289954337899545
Psi,1,584,0.21104944103290818
Psi,1,585,0.304723665564478
Psi,1,586,-0.32860573138088484
Psi,1,587,0.05970713273500236
Psi,1,588,0.5804007242953865
Psi,1,589,-0.16201385608565577
Psi,1,590,-0.21557235081089593
Psi,1,591,0.44204455991182484
Psi,1,592,-0.158152259486695
Psi,1,593,-0.2977129585891985
Psi,1,594,-0.16457644465438515
Psi,1,595,-0.0939773264052905
Psi,1,596,-0.17039836246260429
Psi,1,597,0.0853172728704141
Psi,1,598,-0.26493465595969135
Psi,1,599,-0.12470870729019051
Psi,1,600,-0.033207368918280585
Psi,1,601,-0.0049519760667611394
Psi,1,602,0.42792867264997636
Psi,1,603,0.24735474728389228
Psi,1,604,0.06900881750905369
Psi,1,605,0.46185640056683985
Psi,1,606,-0.031227365769170207
Psi,1,607,0.47705085813257747
Psi,1,608,0.052003621476932764
Psi,1,609,-0.02818453786805227
Psi,1,610,-0.2806880806172256
Psi,1,611,0.3352385451110061
Psi,1,612,0.2101047079200126
Psi,1,613,-0.3986537553141237
Psi,1,614,0.4303101873720674
Psi,1,615,0.3783971028184538
Psi,1,616,0.0028184537868052276
Psi,1,617,0.0020980947882223273
Psi,1,618,0.22599196976854036
Psi,1,619,-0.1014564635490474
Psi,1,620,0.34868918280585726
Psi,1,621,0.01506849315068493
Psi,1,622,0.0022949141867422453
Psi,1,623,0.08848606518658478
Psi,1,624,-0.210958904109589
Psi,1,625,-0.024594552039048964
Psi,1,626,-0.11095103133364824
Psi,1,627,-0.005951818611242324
Psi,1,628,0.41735553456148633
Psi,1,629,0.48674224531569826
Psi,1,630,-0.17797197291765074
Psi,1,631,0.29010392064241847
Psi,1,632,0.387273657691702
Psi,1,633,0.3776255707762557
Psi,1,634,0.12478349866162809
Psi,1,635,0.3611202960163753
Psi,1,636,0.07031176192725554
Psi,1,637,0.47089041095890405
Psi,1,638,-0.3798693119193827
Psi,1,639,-0.3182609037946779
Psi,1,640,0.10470792001259642
Psi,1,641,0.5286490316485593
Psi,1,642,-0.22751535191308453
Psi,1,643,0.280129113525429
Psi,1,644,0.07676350181073847
Psi,1,645,0.3565462131947725
Psi,1,646,0.00022437411431270666
Psi,1,647,0.00420799874035585
Psi,1,648,0.06407652338214453
Psi,1,649,0.30632577546843015
Psi,1,650,-0.18045977011494252
Psi,1,651,0.1814556762714533
Psi,1,652,0.12659030074004093
Psi,1,653,0.4303928515194457
Psi,1,654,-0.3504172571248622
Psi,1,655,-0.3031215556605259
Psi,1,656,0.41785151944575655
Psi,1,657,-0.07803101873720673
Psi,1,658,-0.4367264997638166
Psi,1,659,-0.4173279798456936
Psi,1,660,-0.17487009919697685
Psi,1,661,-0.03883246732797984
Psi,1,662,0.12277594079672491
Psi,1,663,0.3201464336324988
Psi,1,664,-0.17331522594866947
Psi,1,665,0.17099669343410484
Psi,1,666,0.024259959061565105
Psi,1,667,0.04404818138875767
Psi,1,668,-0.07157140607778302
Psi,1,669,-0.0706463549047394
Psi,1,670,0.31948118406550147
Psi,1,671,0.05098803338056998
Psi,1,672,0.1266690284994489
Psi,1,673,0.10268461659581168
Psi,1,674,0.41173437253975753
Psi,1,675,0.09645331443867107
Psi,1,676,0.15085813257754682
Psi,1,677,0.41641473783656113
Psi,1,678,0.12108723035742401
Psi,1,679,-0.17168949771689496
Psi,1,680,-0.519229255235396
Psi,1,681,0.3021689497716895
Psi,1,682,-0.058667926310817194
Psi,1,683,0.07370099196976854
Psi,1,684,0.1802314596126594
Psi,1,685,-0.0641985514092269
Psi,1,686,-0.04644937805070067
Psi,1,687,-0.2837899543378995
Psi,1,688,-0.13729727601952446
Psi,1,689,-0.31240355849472523
Psi,1,690,0.37392536608408117
Psi,1,691,0.14838214454416626
Psi,1,692,0.07911746181703669
Psi,1,693,-0.18996614706345455
Psi,1,694,0.6016808376633601
Psi,1,695,0.12420484962997952
Psi,1,696,-0.36828058573452993
Psi,1,697,-0.18108171941426546
Psi,1,698,-0.07126830420406234
Psi,1,699,0.3529759093056211
Psi,1,700,-0.48042434262320893
Psi,1,701,-0.34197764131632813
Psi,1,702,-0.29530388915131467
Psi,1,703,0.06402141395055896
Psi,1,704,0.04348921429696111
Psi,1,705,-0.3981302157140607
Psi,1,706,0.031113210518028653
Psi,1,707,0.08271925680995118
Psi,1,708,0.46846559596913867
Psi,1,709,-0.07746811525743977
Psi,1,710,0.02398047551566682
Psi,1,711,-0.20321996535978584
Psi,1,712,0.3717564163123917
Psi,1,713,0.05486537553141237
Psi,1,714,0.09205243268776568
Psi,1,715,-0.09402849944890566
Psi,1,716,-0.3561486380097622
Psi,1,717,-0.3156668241221855
Psi,1,718,-0.1300228310502283
Psi,1,719,0.2177924736262006
Psi,1,720,-0.40383404188316796
Psi,1,721,0.11777672807431899
Psi,1,722,-0.0022909777987718464
Psi,1,723,0.39045425917178395
Psi,1,724,0.07581089592190206
Psi,1,725,-0.31996929617383085
Psi,1,726,-0.00249960636120296
Psi,1,727,0.41166745394426074
Psi,1,728,-0.015552668871043928
Psi,1,729,0.006837505904581955
Psi,1,730,0.5524248149897653
Psi,1,731,-0.29320185797512205
Psi,1,732,0.16172649976381673
Psi,1,733,0.018536450952605886
Psi,1,734,0.09849236340733743
Psi,1,735,0.2758974964572508
Psi,1,736,0.27919225318847424
Psi,1,737,0.2919855140922689
Psi,1,738,-0.44074948826956384
Psi,1,739,0.09476460399937016
Psi,1,740,0.011163596284049754
Psi,1,741,0.1389348134152102
Psi,1,742,0.08090064556762713
Psi,1,743,-0.45789639426861906
Psi,1,744,0.21691465910880173
Psi,1,745,-0.35109431585577067
Psi,1,746,-0.48166824122185475
Psi,1,747,-0.021547787749960634
Psi,1,748,0.0035860494410329077
Psi,1,749,-0.22241772949141866
Psi,1,750,0.1656786332860967
Psi,1,751,0.2675602267359471
Psi,1,752,0.062391749330814046
Psi,1,753,-0.3451700519603212
Psi,1,754,0.10844748858447488
Psi,1,755,-0.3907888521492678
Psi,1,756,0.046630451897339
Psi,1,757,-0.11774917335852621
Psi,1,758,0.03192410643993072
Psi,1,759,0.4390883325460557
Psi,1,760,-0.09313493937962525
Psi,1,761,-0.564151314753582
Psi,1,762,0.2686230514879546
Psi,1,763,-0.06641080144859077
Psi,1,764,-0.00012990080302314593
Psi,1,765,-0.00355849472524012
Psi,1,766,-0.1338568729333963
Psi,1,767,-0.2405605416469847
Psi,1,768,0.43813966304518964
Psi,1,769,0.0766847740513305
Psi,1,770,0.3804518973390017
Psi,1,771,0.5964178869469374
Psi,1,772,0.28319949614233975
Psi,1,773,0.17946386395843172
Psi,1,774,0.32581483230987246
Psi,1,775,-0.03357345299952763
Psi,1,776,0.08636828845851047
Psi,1,777,0.5407337427176822
Psi,1,778,0.06523775783341206
Psi,1,779,0.0661195087387813
Psi,1,780,0.17963706502912927
Psi,1,781,-0.16188789167060305
Psi,1,782,-0.05514879546528105
Psi,1,783,-0.4697370492835773
Psi,1,784,-0.39507951503700206
Psi,1,785,-0.29536687135884115
Psi,1,786,0.003794678003464021
Psi,1,787,0.14306802078412847
Psi,1,788,-0.07716501338371909
Psi,1,789,-0.12844040308612817
Psi,1,790,-0.16351755629034798
Psi,1,791,0.1963942686191151
Psi,1,792,0.35828216028971815
Psi,1,793,0.08165643205794362
Psi,1,794,-0.005758935600692803
Psi,1,795,-0.5450637694851204
Psi,1,796,-0.3601637537395685
Psi,1,797,-0.3048850574712643
Psi,1,798,0.0646630451897339
Psi,1,799,0.3809045819555975
